ride_id,time,lat,lng
442,51408,41.8708,-87.6257
443,55855,41.9067,-87.6348
443,57533,41.9067,-87.6348
444,63512,41.9491,-87.6486
444,64690,41.9046,-87.6406
445,61446,41.8918,-87.6588
445,62379,41.9178,-87.6824
446,58473,41.891,-87.6355
446,59944,41.9394,-87.6684
447,59504,41.9313,-87.6387
447,59989,41.9121,-87.6347
448,57592,41.9312,-87.6443
448,57867,41.9222,-87.6389
449,58930,41.9035,-87.6677
449,59324,41.9094,-87.6777
450,42749,41.895,-87.7649
450,43566,41.895,-87.7649
451,42132,41.9033,-87.6784
451,42457,41.8958,-87.6772
452,48626,41.8675,-87.6322
452,49671,41.903,-87.6313
453,60418,42.016,-87.6686
453,61750,42.016,-87.6686
454,54655,41.9993,-87.6714
454,55585,42.0209,-87.6651
455,40361,41.9467,-87.6834
455,42040,41.9324,-87.6527
456,30321,41.9183,-87.6363
456,31383,41.8671,-87.6411
457,60481,41.8858,-87.6355
457,60591,41.89,-87.6366
458,64482,41.8777,-87.6353
458,65034,41.8947,-87.6384
459,58868,41.8679,-87.623
459,59201,41.8604,-87.6258
460,55936,41.8191,-87.6433
460,56879,41.8378,-87.6511
461,71789,41.9738,-87.6597
461,72543,41.9695,-87.6547
462,31674,41.8832,-87.6511
462,32477,41.8958,-87.6259
463,76019,41.89,-87.6366
463,77554,41.89,-87.6366
464,70638,41.9493,-87.6463
464,71353,41.9377,-87.6441
465,43482,41.8938,-87.6417
465,43742,41.894,-87.6293
466,54510,41.8347,-87.6258
466,56135,41.8675,-87.6322
467,57288,41.8944,-87.6227
467,58686,41.9287,-87.6538
468,55421,41.8581,-87.6511
468,56683,41.8947,-87.6344
469,60523,41.8918,-87.6206
469,62233,41.8904,-87.6175
470,44664,41.8776,-87.6496
470,46526,41.8776,-87.6496
471,64648,41.9542,-87.6644
471,64847,41.9482,-87.6639
472,40064,41.8899,-87.6715
472,41257,41.8856,-87.6418
473,64041,41.908,-87.6315
473,65781,41.8832,-87.6511
474,66756,41.9493,-87.6463
474,68748,42.0045,-87.6724
475,25093,41.9394,-87.6833
475,25246,41.9394,-87.6833
476,55944,41.8191,-87.6433
476,56873,41.8378,-87.6511
477,39162,41.855,-87.6757
477,39754,41.8581,-87.6511
478,62912,41.8938,-87.6417
478,64624,41.8938,-87.6417
479,59335,41.8944,-87.6227
479,60232,41.9046,-87.6406
480,54751,41.9394,-87.7116
480,56591,41.9394,-87.7116
481,70848,41.8842,-87.6296
481,71160,41.8915,-87.6268
482,26510,41.8834,-87.6412
482,27447,41.8713,-87.6737
483,49807,41.9508,-87.6592
483,52033,41.886,-87.6241
484,67548,41.8882,-87.6364
484,68049,41.8822,-87.6411
485,44178,41.9076,-87.6386
485,44550,41.903,-87.6313
486,55946,41.8679,-87.623
486,56204,41.8675,-87.6322
487,54957,41.8801,-87.7632
487,55131,41.8802,-87.7553
488,54334,41.8964,-87.6541
488,57206,41.9147,-87.6433
489,68422,41.916,-87.6773
489,69416,41.8946,-87.6534
490,71683,41.8782,-87.6319
490,72386,41.8779,-87.662
491,30592,41.8923,-87.612
491,30982,41.8957,-87.6201
492,60925,41.9537,-87.7406
492,64093,41.9537,-87.7406
493,52401,41.8779,-87.6241
493,52818,41.8672,-87.626
494,62438,41.894,-87.6293
494,62655,41.886,-87.6309
495,50298,41.916,-87.6773
495,51525,41.916,-87.6773
496,39243,41.9218,-87.6441
496,39469,41.9183,-87.6363
497,55294,41.9408,-87.6392
497,56757,41.978,-87.668
498,24801,41.8992,-87.6722
498,25952,41.8813,-87.6295
499,55085,41.9397,-87.6589
499,56044,41.9397,-87.6589
500,54339,41.8964,-87.6541
500,57201,41.9147,-87.6433
501,30451,41.9139,-87.6488
501,31296,41.9377,-87.6441
502,31026,41.8722,-87.6615
502,31958,41.8856,-87.6418
503,71671,41.8798,-87.6861
503,72678,41.8747,-87.6864
504,70248,41.894,-87.6293
504,70774,41.9035,-87.6434
505,69492,41.8722,-87.6615
505,70696,41.8777,-87.6548
506,53084,41.7851,-87.6011
506,55519,41.7851,-87.6011
507,58582,41.8235,-87.6656
507,58942,41.8236,-87.6509
508,69657,42.0193,-87.6845
508,70278,42.0326,-87.6791
509,51601,41.9098,-87.7053
509,51979,41.9175,-87.7018
510,63390,41.956,-87.6803
510,64536,41.9488,-87.6753
511,30734,41.8992,-87.6722
511,31351,41.8887,-87.6444
512,49013,41.9312,-87.6443
512,49435,41.9402,-87.653
513,56431,41.8895,-87.6882
513,58473,41.8892,-87.6385
514,43725,41.8856,-87.6418
514,43887,41.8887,-87.6444
515,35915,41.8947,-87.6384
515,36294,41.8827,-87.6325
516,61248,41.803,-87.6066
516,61525,41.7996,-87.5947
517,52860,41.9671,-87.679
517,53174,41.9756,-87.6795
518,49083,41.978,-87.668
518,49816,41.9993,-87.6714
519,61086,41.9071,-87.6673
519,62531,41.8968,-87.6309
520,29575,41.9035,-87.6434
520,30586,41.8912,-87.6769
521,23515,41.881,-87.6167
521,23820,41.881,-87.6241
522,64326,41.9402,-87.653
522,67836,41.9401,-87.6455
523,40467,41.8846,-87.7063
523,41777,41.9033,-87.6784
524,45265,42.016,-87.6686
524,47144,42.0482,-87.6835
525,43833,41.9076,-87.6386
525,44769,41.9076,-87.6386
526,51524,41.9493,-87.6463
526,54049,41.9493,-87.6463
527,66386,41.8968,-87.6309
527,66775,41.8945,-87.6179
528,64801,41.9029,-87.6377
528,65976,41.9313,-87.6387
529,29476,41.9202,-87.693
529,30353,41.914,-87.7051
530,26339,41.891,-87.6355
530,26887,41.9102,-87.6435
531,60742,41.8912,-87.6769
531,61996,41.8538,-87.6957
532,63165,41.9117,-87.6268
532,64133,41.9377,-87.6441
533,46251,41.9912,-87.6836
533,47388,41.9804,-87.7161
534,27198,41.8938,-87.6417
534,27657,41.8793,-87.6399
535,73620,41.8777,-87.6548
535,73876,41.8746,-87.657
536,62287,41.8385,-87.6354
536,63301,41.8382,-87.6451
537,58382,41.9259,-87.639
537,60089,41.8847,-87.6195
538,27036,41.8996,-87.6677
538,27868,41.8713,-87.6737
539,48348,41.891,-87.6355
539,48547,41.8858,-87.6355
540,29685,41.8679,-87.623
540,30962,41.8777,-87.6548
541,49700,41.9201,-87.6779
541,50357,41.9098,-87.7053
542,30644,41.8675,-87.6322
542,32014,41.855,-87.6757
543,48489,41.9542,-87.6544
543,49316,41.9542,-87.6544
544,62666,41.8915,-87.6268
544,69149,41.8915,-87.6268
545,40379,41.9467,-87.6834
545,42042,41.9324,-87.6527
546,74157,42.0582,-87.6774
546,75215,42.0582,-87.6774
547,33695,41.9671,-87.679
547,33887,41.963,-87.6848
548,74370,41.9035,-87.6677
548,74589,41.9031,-87.6739
549,19230,42.0046,-87.6807
549,20190,41.9912,-87.6836
550,67660,41.9106,-87.6494
550,68062,41.8978,-87.6429
551,53647,41.8938,-87.6417
551,54200,41.9137,-87.6529
552,54058,41.9288,-87.6685
552,54997,41.9246,-87.6893
553,54736,41.9547,-87.6739
553,55920,41.9331,-87.6478
554,66155,41.8968,-87.6309
554,66661,41.886,-87.6241
555,58789,41.9098,-87.7053
555,59909,41.9296,-87.7079
556,67759,41.8868,-87.6223
556,68999,41.9077,-87.6726
557,65062,41.9319,-87.7012
557,66069,41.9324,-87.6527
558,55064,41.9185,-87.6974
558,55566,41.9296,-87.7079
559,64652,41.8759,-87.6408
559,65496,41.8675,-87.6322
560,68777,42.0045,-87.6724
560,70439,41.9493,-87.6463
561,58520,42.016,-87.6686
561,58982,41.9993,-87.6714
562,52407,41.9147,-87.6433
562,53597,41.886,-87.6241
563,45788,41.8958,-87.6772
563,47160,41.9105,-87.6896
564,35896,41.9313,-87.6387
564,37130,41.8827,-87.6325
565,26028,41.9287,-87.6538
565,27413,41.8957,-87.6201
566,54578,41.8944,-87.6227
566,55368,41.8822,-87.6411
567,63409,41.9215,-87.6538
567,65659,41.9218,-87.6441
568,31888,41.881,-87.6241
568,32081,41.8827,-87.6325
569,64740,41.8955,-87.7061
569,65136,41.903,-87.6975
570,27662,41.9312,-87.6443
570,28222,41.9184,-87.6522
571,45514,41.8882,-87.6364
571,45994,41.8892,-87.6385
572,40752,41.886,-87.6241
572,42493,41.9397,-87.6589
573,72079,41.8748,-87.6498
573,72455,41.8695,-87.6555
574,34379,41.8892,-87.6385
574,34478,41.8887,-87.6444
575,31162,41.9157,-87.6346
575,31781,41.9377,-87.6441
576,60060,41.9295,-87.6431
576,61415,41.8945,-87.6179
577,68224,41.8713,-87.6737
577,68956,41.8804,-87.6427
578,54569,41.8722,-87.6615
578,55325,41.8722,-87.6615
579,53079,41.9397,-87.6589
579,54719,41.8947,-87.6344
580,61048,41.8581,-87.6511
580,61413,41.8579,-87.6687
581,61752,41.8781,-87.6398
581,62138,41.8899,-87.6343
582,55716,41.9738,-87.6597
582,56131,41.9897,-87.6601
583,38967,41.8388,-87.6219
583,40700,41.7916,-87.6079
584,64374,41.9455,-87.6464
584,65180,41.9433,-87.671
585,25270,41.8782,-87.6319
585,26134,41.8944,-87.6227
586,44219,41.9326,-87.6364
586,44459,41.9291,-87.6491
587,64762,41.9295,-87.6431
587,65124,41.9295,-87.6431
588,22332,41.9267,-87.6977
588,23793,41.9363,-87.6527
589,68720,41.8417,-87.6269
589,71159,41.8604,-87.6258
590,58398,41.9671,-87.6674
590,62453,41.9671,-87.6674
591,31141,41.9046,-87.6406
591,31710,41.8944,-87.6227
592,53222,41.9756,-87.6795
592,53766,41.9798,-87.6775
593,1314,41.9542,-87.6544
593,1640,41.9544,-87.648
594,47450,41.9181,-87.6437
594,48454,41.9295,-87.6842
595,22753,41.8858,-87.6355
595,23992,41.9408,-87.6392
596,24223,41.8855,-87.6523
596,25048,41.9182,-87.6569
597,52004,41.9295,-87.6842
597,53350,41.9181,-87.6437
598,55192,41.8582,-87.6565
598,56070,41.8859,-87.6672
599,29343,41.9035,-87.6434
599,31271,41.968,-87.65
600,71010,41.9408,-87.6392
600,71554,41.9437,-87.664
601,61080,41.9455,-87.6464
601,61649,41.9617,-87.6546
602,76264,41.9114,-87.6387
602,76652,41.9259,-87.6493
603,62281,41.9296,-87.7079
603,63474,41.9103,-87.6701
604,66514,41.899,-87.6299
604,67142,41.8967,-87.6357
605,82658,41.9695,-87.6547
605,83208,41.9695,-87.6547
606,60611,41.9561,-87.6688
606,62246,41.9035,-87.6677
607,55441,41.9183,-87.6363
607,55731,41.9067,-87.6348
608,49486,41.7587,-87.5869
608,50055,41.7571,-87.5758
609,58842,41.8672,-87.626
609,60666,41.8089,-87.6645
610,58384,41.8863,-87.6175
610,58838,41.886,-87.6309
611,32040,41.855,-87.6757
611,34872,41.8541,-87.6858
612,21246,41.9756,-87.6795
612,22562,41.9756,-87.6795
613,43741,41.9295,-87.6842
613,44213,41.9288,-87.6685
614,50191,41.9491,-87.6486
614,52227,42.0106,-87.6624
615,64436,41.8672,-87.626
615,64546,41.8641,-87.6237
616,63208,41.9295,-87.6842
616,64326,41.9689,-87.684
617,49387,41.9004,-87.6967
617,50437,41.9072,-87.6556
618,44151,41.8765,-87.6205
618,45559,41.8576,-87.6194
619,34269,41.8427,-87.6355
619,35658,41.8763,-87.6292
620,57517,41.9222,-87.6389
620,57996,41.9377,-87.6441
621,55754,41.9659,-87.7008
621,56948,41.9659,-87.7008
622,55814,41.8916,-87.6484
622,57297,41.9437,-87.649
623,60594,41.8899,-87.6715
623,61190,41.8828,-87.6612
624,59340,41.8912,-87.6769
624,61357,41.9312,-87.6443
625,59564,41.9199,-87.6488
625,60411,41.9199,-87.6488
626,14660,41.8967,-87.6357
626,15118,41.9157,-87.6346
627,48757,41.9076,-87.6386
627,50488,41.9288,-87.6639
628,48131,41.8024,-87.5869
628,48617,41.8098,-87.5994
629,47952,41.9215,-87.6538
629,48266,41.9106,-87.6494
630,62286,41.8958,-87.6772
630,64679,41.892,-87.6894
631,69238,42.016,-87.675
631,71445,41.984,-87.6603
632,56100,41.961,-87.7059
632,57754,41.9157,-87.6346
633,29691,41.9121,-87.6347
633,30113,41.9002,-87.643
634,73855,41.8887,-87.6444
634,74214,41.8964,-87.6541
635,61680,41.9155,-87.687
635,63022,41.9482,-87.6639
636,64039,41.8868,-87.6223
636,65568,41.9183,-87.6363
637,41677,41.9288,-87.6685
637,42250,41.9295,-87.6842
638,50283,41.8672,-87.626
638,50776,41.8842,-87.6296
639,51756,41.9544,-87.648
639,52453,41.9295,-87.6431
640,49482,41.9183,-87.6363
640,52589,41.9183,-87.6363
641,40373,41.8969,-87.6217
641,41281,41.9102,-87.6435
642,23746,41.8967,-87.6357
642,69931,41.8945,-87.6179
643,68938,41.9215,-87.7073
643,70859,41.9215,-87.7073
644,61353,41.8765,-87.6205
644,62202,41.8679,-87.623
645,64735,41.8382,-87.6451
645,72650,41.8309,-87.628
646,70261,41.9253,-87.6658
646,70809,41.9397,-87.6589
647,61881,41.9579,-87.6495
647,62990,41.9544,-87.648
648,59684,41.8782,-87.6319
648,62099,41.9365,-87.6475
649,36180,41.9077,-87.6726
649,37493,41.8856,-87.6418
650,52910,41.9106,-87.6494
650,53238,41.9215,-87.6538
651,25524,41.9121,-87.6347
651,26147,41.8944,-87.6227
652,45473,41.8892,-87.6278
652,45936,41.9032,-87.6343
653,52216,41.8672,-87.626
653,55231,41.8969,-87.6217
654,28303,41.8999,-87.6344
654,28494,41.903,-87.6313
655,36484,41.9377,-87.6441
655,55967,41.9139,-87.6488
656,70181,41.8763,-87.6292
656,70494,41.886,-87.6241
657,55136,41.9227,-87.6972
657,55916,41.9253,-87.6658
658,45510,41.8708,-87.6257
658,45865,41.8604,-87.6258
659,58748,41.8915,-87.6268
659,61419,41.8974,-87.6287
660,64404,41.9528,-87.65
660,66295,41.9528,-87.65
661,56921,41.9029,-87.6873
661,56961,41.9029,-87.6873
662,62136,41.914,-87.7051
662,63411,41.914,-87.7051
663,25256,41.8624,-87.6511
663,26023,41.8514,-87.6188
664,59312,41.9032,-87.6343
664,60118,41.8776,-87.6496
665,37120,41.8868,-87.6223
665,37777,41.8968,-87.6309
666,68978,41.9002,-87.643
666,69922,41.9035,-87.6434
667,49619,41.9633,-87.6793
667,50187,41.9585,-87.655
668,43357,41.8887,-87.6444
668,43517,41.8856,-87.6418
669,65844,41.8837,-87.6487
669,67946,41.9013,-87.6774
670,70795,41.8846,-87.6319
670,72519,41.9363,-87.6527
671,31305,41.8847,-87.6195
671,31448,41.8868,-87.6223
672,63737,42.016,-87.675
672,64376,42.016,-87.675
673,60380,41.875,-87.6733
673,62201,41.8347,-87.6258
674,26723,41.8969,-87.6217
674,26918,41.899,-87.6299
675,37029,41.8345,-87.6318
675,75207,41.8421,-87.617
676,11134,41.875,-87.6733
676,12161,41.8968,-87.6309
677,41262,41.9401,-87.6455
677,42380,41.9671,-87.6674
678,29513,41.9324,-87.6527
678,29726,41.9312,-87.6443
679,40537,41.9139,-87.6488
679,41844,41.9493,-87.6463
680,54083,41.916,-87.6689
680,55232,41.9253,-87.6658
681,46598,41.8837,-87.6487
681,46776,41.8776,-87.6496
682,31257,41.8834,-87.6412
682,32165,41.8944,-87.6227
683,67950,41.8777,-87.6548
683,68344,41.8717,-87.651
684,66206,41.9437,-87.649
684,68128,41.9437,-87.649
685,45556,41.9241,-87.6765
685,47295,41.9201,-87.6779
686,43368,41.8946,-87.6534
686,43964,41.8908,-87.6317
687,51633,41.886,-87.6241
687,52665,41.886,-87.6241
688,64823,41.9027,-87.7092
688,66085,41.903,-87.6975
689,57641,41.9126,-87.6814
689,57905,41.9077,-87.6726
690,61370,41.9326,-87.6659
690,62470,41.9067,-87.6348
691,54082,41.9756,-87.6795
691,54620,41.9688,-87.6577
692,36313,41.9331,-87.6478
692,37048,41.9106,-87.6494
693,59538,41.8958,-87.6772
693,60933,41.8915,-87.6268
694,69137,41.9365,-87.6475
694,69454,41.9259,-87.6493
695,48938,41.8918,-87.6588
695,49611,41.886,-87.677
696,56903,41.8717,-87.651
696,58531,41.8837,-87.6487
697,55318,41.8783,-87.6439
697,55822,41.8779,-87.662
698,35968,41.8968,-87.6309
698,36431,41.8916,-87.6484
699,64927,41.8837,-87.6487
699,65307,41.8892,-87.6385
700,45431,41.9331,-87.6478
700,45645,41.9377,-87.6441
701,58206,41.8847,-87.6277
701,58665,41.8793,-87.6399
702,43383,41.9102,-87.6435
702,43915,41.8967,-87.6357
703,42873,41.9397,-87.6589
703,44466,41.886,-87.6241
704,62736,41.8887,-87.6444
704,63364,41.8777,-87.6548
705,45079,41.9437,-87.649
705,45865,41.9199,-87.6488
706,62871,41.7996,-87.5947
706,63190,41.803,-87.6066
707,61110,41.9363,-87.6527
707,62349,41.908,-87.6315
708,39432,41.8958,-87.6259
708,41390,41.8947,-87.6344
709,66803,41.8728,-87.624
709,68283,41.8722,-87.6615
710,61933,41.9836,-87.6692
710,63587,42.0417,-87.6807
711,59074,41.9106,-87.6494
711,59589,41.9157,-87.6346
712,59266,41.8309,-87.628
712,60316,41.8679,-87.623
713,53186,41.8967,-87.6357
713,54294,41.9324,-87.6527
714,70120,41.8665,-87.6847
714,72246,41.8526,-87.6265
715,56788,41.8899,-87.6343
715,56858,41.89,-87.6366
716,53167,41.9544,-87.648
716,53391,41.9491,-87.6486
717,59504,41.9547,-87.6739
717,60247,41.9611,-87.6954
718,59942,41.8671,-87.6411
718,61431,41.8722,-87.6615
719,49835,41.9617,-87.6546
719,51875,41.9617,-87.6546
720,64887,41.8649,-87.6471
720,65592,41.8722,-87.6615
721,65479,41.8957,-87.6201
721,66253,41.8793,-87.6399
722,80097,41.9287,-87.6538
722,81818,41.968,-87.65
723,62149,41.9319,-87.6779
723,62333,41.9295,-87.6842
724,56941,41.8542,-87.6192
724,57376,41.8641,-87.6237
725,44140,41.9488,-87.74
725,44852,41.9353,-87.7169
726,56671,41.8856,-87.6418
726,57746,41.9117,-87.6268
727,63575,41.8915,-87.6268
727,64724,41.8526,-87.6265
728,29356,41.8679,-87.623
728,30286,41.8309,-87.628
729,28426,41.9184,-87.6522
729,28579,41.9137,-87.6529
730,60005,41.8992,-87.6722
730,60787,41.8958,-87.6772
731,62111,41.9836,-87.6692
731,63926,41.9836,-87.6692
732,60394,41.8721,-87.6295
732,62129,41.8604,-87.6258
733,66619,41.8856,-87.6418
733,68349,41.8417,-87.6269
734,43460,41.7666,-87.5765
734,44641,41.7666,-87.5765
735,30993,41.9106,-87.6494
735,31394,41.9121,-87.6347
736,57522,41.9097,-87.6481
736,57843,41.9181,-87.6437
737,2739,41.903,-87.6313
737,3418,41.8822,-87.6411
738,30503,41.9488,-87.6753
738,31505,41.9331,-87.6478
739,52658,41.8721,-87.6295
739,53482,41.8944,-87.6227
740,40708,41.891,-87.6355
740,41414,41.9114,-87.6387
741,37036,41.757,-87.6246
741,40190,41.757,-87.6246
742,39426,41.9067,-87.6348
742,41169,41.9395,-87.6638
743,63698,41.8958,-87.6259
743,64281,41.9023,-87.6277
744,42952,41.8692,-87.671
744,43356,41.8579,-87.6687
745,72538,41.8582,-87.6565
745,73007,41.8746,-87.657
746,37729,41.9313,-87.6387
746,38943,41.899,-87.6299
747,62743,41.8803,-87.6352
747,63557,41.9102,-87.6435
748,54010,41.903,-87.6975
748,55835,41.8918,-87.6206
749,32375,41.9401,-87.6455
749,33757,41.978,-87.668
750,71815,41.8777,-87.6548
750,72072,41.8783,-87.6439
751,65743,41.8538,-87.6957
751,67149,41.8912,-87.6769
752,65109,41.8822,-87.6411
752,66648,41.9402,-87.653
753,62019,41.9488,-87.6753
753,63888,41.9948,-87.6603
754,67552,41.8915,-87.6268
754,68278,41.8794,-87.6298
755,63133,41.9296,-87.7079
755,64065,41.9094,-87.6777
756,29324,41.903,-87.6313
756,29692,41.9002,-87.643
757,68691,41.8887,-87.6444
757,69515,41.908,-87.6315
758,75204,42.0529,-87.6734
758,76232,42.0582,-87.6774
759,42034,41.9482,-87.6639
759,42802,41.9688,-87.6577
760,51911,41.9077,-87.6726
760,52774,41.9077,-87.6726
761,28089,41.8672,-87.626
761,29083,41.8969,-87.6217
762,53351,41.9455,-87.6464
762,53631,41.9401,-87.6455
763,2361,41.8576,-87.6615
763,2599,41.8581,-87.6511
764,36251,41.8783,-87.6439
764,36519,41.8717,-87.651
765,24533,41.9035,-87.6677
765,25240,41.8887,-87.6444
766,62327,41.9177,-87.6914
766,63417,41.8958,-87.6772
767,58733,41.9433,-87.671
767,59267,41.9359,-87.6784
768,52431,41.9199,-87.6488
768,52928,41.9259,-87.639
769,54033,41.8984,-87.6866
769,55554,41.8984,-87.6866
770,64869,41.9215,-87.6538
770,65304,41.9288,-87.6639
771,50749,41.9077,-87.6726
771,51547,41.9137,-87.6529
772,61514,41.9002,-87.643
772,61815,41.903,-87.6313
773,69585,41.9408,-87.6392
773,70946,41.9367,-87.6368
774,41887,41.9137,-87.6529
774,42655,41.8949,-87.6323
775,49906,41.8578,-87.6246
775,50297,41.8578,-87.6246
776,69083,41.8967,-87.6357
776,70038,41.9031,-87.6739
777,75148,41.8868,-87.6223
777,75680,41.8726,-87.6335
778,55428,41.903,-87.6313
778,56122,41.9077,-87.6726
779,66932,41.9106,-87.6494
779,67653,41.9331,-87.6478
780,65783,41.9182,-87.6569
780,66519,41.9312,-87.6443
781,64765,41.8748,-87.6498
781,67881,41.8748,-87.6498
782,31443,41.8832,-87.6511
782,32442,41.8944,-87.6227
783,69288,41.8968,-87.6309
783,70375,41.8992,-87.6722
784,31203,41.8912,-87.6769
784,32111,41.9035,-87.6434
785,53154,41.7851,-87.6011
785,55510,41.7851,-87.6011
786,65899,41.9246,-87.6893
786,68640,41.912,-87.6319
787,69791,41.9402,-87.653
787,70091,41.9408,-87.6392
788,67116,41.9184,-87.6522
788,67446,41.9183,-87.6363
789,62160,41.8604,-87.6258
789,63559,41.8382,-87.6451
790,26448,41.908,-87.6315
790,26870,41.8944,-87.6227
791,62590,41.8957,-87.6201
791,63583,41.8721,-87.6295
792,67553,41.9784,-87.6598
792,70701,41.8918,-87.6206
793,68102,41.9542,-87.6544
793,68378,41.9617,-87.6546
794,60833,41.8944,-87.6227
794,61607,41.8831,-87.6373
795,61171,41.8827,-87.6325
795,61679,41.8819,-87.6488
796,73021,41.9287,-87.6538
796,73173,41.9215,-87.6538
797,62857,41.8777,-87.6353
797,63319,41.8887,-87.6444
798,39665,41.9246,-87.6893
798,40184,41.9361,-87.6698
799,57997,41.7993,-87.601
799,58376,41.7995,-87.5865
800,69224,41.9241,-87.6765
800,71163,41.8964,-87.661
801,62258,41.9094,-87.6777
801,63181,41.9094,-87.6777
802,35235,41.903,-87.6313
802,35922,41.8856,-87.6418
803,66810,41.9259,-87.6493
803,67413,41.9433,-87.671
804,65794,41.9437,-87.649
804,68431,41.9437,-87.649
805,62204,41.8984,-87.6866
805,62697,41.9035,-87.6677
806,29523,41.8783,-87.6439
806,30439,41.8624,-87.6511
807,71220,41.8604,-87.6258
807,72362,41.8856,-87.6418
808,32118,41.8847,-87.6195
808,32547,41.8803,-87.6352
809,71189,41.884,-87.6247
809,72084,41.8964,-87.6541
810,74753,41.916,-87.6773
810,75089,41.9033,-87.6784
811,58600,41.8964,-87.661
811,59446,41.9004,-87.6967
812,80591,41.9361,-87.6698
812,80953,41.9363,-87.6527
813,23754,41.8834,-87.6412
813,24245,41.8906,-87.6221
814,61080,41.8908,-87.6317
814,62775,41.9319,-87.6779
815,48066,41.8094,-87.5919
815,48920,41.7953,-87.5965
816,29627,41.8949,-87.6323
816,30094,41.8803,-87.6352
817,57938,41.9897,-87.6601
817,58485,41.9738,-87.6597
818,53099,41.7851,-87.6011
818,55506,41.7851,-87.6011
819,63222,41.8906,-87.6221
819,72283,41.894,-87.6293
820,59732,41.8892,-87.6385
820,60978,41.8996,-87.6677
821,63912,41.9408,-87.6392
821,66348,41.9259,-87.639
822,64589,41.9105,-87.6531
822,65699,41.9004,-87.6967
823,45572,41.9547,-87.6739
823,46384,41.9579,-87.6736
824,70635,41.8793,-87.6399
824,70893,41.8777,-87.6548
825,59058,41.9181,-87.6437
825,61462,41.9268,-87.6344
826,77485,41.9029,-87.6377
826,77849,41.8938,-87.6417
827,73040,41.8915,-87.6268
827,73668,41.8958,-87.6259
828,68200,41.9137,-87.6529
828,68741,41.9319,-87.6779
829,65702,41.908,-87.6315
829,66686,41.9408,-87.6392
830,57932,41.912,-87.6319
830,58664,41.8882,-87.6364
831,57285,41.8804,-87.6555
831,57775,41.8834,-87.6412
832,44949,41.8672,-87.626
832,47367,41.8501,-87.6321
833,63292,41.9491,-87.6486
833,64356,41.9671,-87.6674
834,42711,41.9288,-87.6685
834,43407,41.9488,-87.6753
835,65479,41.8457,-87.6225
835,67606,41.8672,-87.626
836,30,41.9359,-87.6784
836,1383,41.9493,-87.6463
837,64453,41.8945,-87.6179
837,65316,41.8679,-87.623
838,47090,41.9007,-87.6626
838,53061,41.9007,-87.6626
839,24943,41.8514,-87.6188
839,25951,41.8794,-87.6298
840,57675,41.8958,-87.6259
840,59176,41.8915,-87.6268
841,63993,41.8777,-87.6548
841,64607,41.8649,-87.6471
842,42281,41.9671,-87.679
842,44260,41.9671,-87.679
843,64009,41.8859,-87.6672
843,70940,41.886,-87.6241
844,67110,42.0636,-87.6987
844,69212,42.0086,-87.6905
845,64870,41.8777,-87.6548
845,65513,41.8887,-87.6444
846,52400,42.0045,-87.6724
846,52995,42.001,-87.6612
847,61392,41.8944,-87.6227
847,62038,41.8794,-87.6298
848,24240,41.9183,-87.6363
848,25139,41.8847,-87.6195
849,49671,41.8947,-87.6344
849,51478,41.9397,-87.6589
850,42624,41.8887,-87.6444
850,42888,41.891,-87.6355
851,68971,41.9437,-87.664
851,69507,41.9331,-87.6478
852,60726,41.8713,-87.6737
852,61267,41.8579,-87.6687
853,33784,41.9035,-87.6434
853,33814,41.9035,-87.6434
854,29609,41.8549,-87.6636
854,30160,41.8692,-87.671
855,41190,41.9395,-87.6638
855,42635,41.9067,-87.6348
856,25101,41.908,-87.6315
856,25810,41.8803,-87.6352
857,30341,41.9183,-87.6363
857,30643,41.9295,-87.6431
858,26114,41.8892,-87.6278
858,26398,41.8947,-87.6344
859,62977,41.8746,-87.657
859,63131,41.8777,-87.6548
860,56940,41.8938,-87.6417
860,57309,41.8902,-87.6262
861,66625,41.9157,-87.6346
861,67300,41.9322,-87.6586
862,60815,41.7996,-87.5947
862,61781,41.7917,-87.5839
863,47090,41.908,-87.6315
863,47958,41.8782,-87.6319
864,52269,41.9542,-87.6644
864,54147,41.9542,-87.6644
865,64813,41.8906,-87.6221
865,65290,41.8834,-87.6412
866,41032,41.9905,-87.6698
866,41923,41.9733,-87.6678
867,63755,41.8457,-87.6225
867,66861,41.8457,-87.6225
868,28127,41.9671,-87.6674
868,29151,41.9394,-87.6684
869,44695,41.9942,-87.6894
869,46613,41.9942,-87.6894
870,47530,41.9199,-87.6488
870,47744,41.9181,-87.6437
871,50481,41.9488,-87.6753
871,51450,41.961,-87.6496
872,63788,41.8859,-87.6672
872,64295,41.8845,-87.6963
873,28257,41.8834,-87.6412
873,29060,41.8944,-87.6227
874,74595,41.8887,-87.6444
874,75877,41.9105,-87.6896
875,56452,42.001,-87.6612
875,56856,42.0045,-87.6724
876,64064,41.9377,-87.6441
876,64664,41.9326,-87.6659
877,46693,41.8974,-87.6287
877,47045,41.8974,-87.6287
878,27700,41.8946,-87.6534
878,28800,41.8692,-87.671
879,60681,41.8828,-87.6612
879,61236,41.8828,-87.6612
880,25740,41.9114,-87.6387
880,26579,41.8794,-87.6355
881,44723,41.8777,-87.6353
881,46134,41.9105,-87.6531
882,57409,41.8741,-87.6277
882,57986,41.8772,-87.6278
883,28513,41.8923,-87.612
883,28816,41.8904,-87.6175
884,53276,41.9508,-87.6592
884,53465,41.9542,-87.6544
