taxi_id,time_sec,lat,lon
18,38742,39.9344,116.39725
18,39042,39.93437,116.39723
18,39342,39.93433,116.39719
18,39642,39.93437,116.3972
18,40242,39.93423,116.39719
18,40542,39.93421,116.39718
18,40842,39.9342,116.39717
18,40842,39.9342,116.39717
18,41442,39.9342,116.39716
18,41742,39.9342,116.39716
18,42041,39.9342,116.39716
18,42341,39.9342,116.39715
18,42641,39.9342,116.39715
18,42941,39.9342,116.39715
18,43241,39.9342,116.39715
18,43541,39.93421,116.39715
18,43841,39.93421,116.39715
18,44442,39.93421,116.39715
18,45042,39.93421,116.39716
18,45342,39.9342,116.39716
18,45641,39.9342,116.39717
18,46241,39.9342,116.39717
18,46541,39.9342,116.39717
18,46841,39.9342,116.39718
18,47141,39.9342,116.39718
18,47441,39.9342,116.39718
18,47492,39.9342,116.39718
18,47741,39.9342,116.39718
18,48041,39.9342,116.39718
18,48341,39.9342,116.39718
18,48641,39.9342,116.39717
18,48941,39.9342,116.39718
18,49241,39.9342,116.39718
18,49541,39.9342,116.39718
18,49541,39.9342,116.39718
18,49841,39.9342,116.39718
18,50141,39.9342,116.39718
18,50441,39.9342,116.39718
18,50741,39.9342,116.39718
18,51041,39.9342,116.39718
18,51341,39.93421,116.39719
18,51641,39.93421,116.39719
18,51941,39.93421,116.39719
18,52240,39.93421,116.39719
18,52540,39.93421,116.39719
18,52841,39.93422,116.39719
18,53140,39.93422,116.3972
18,53440,39.93422,116.3972
18,53740,39.93422,116.3972
18,54041,39.93422,116.3972
18,54341,39.93422,116.3972
18,54641,39.93438,116.39721
18,54941,39.93433,116.39723
18,55240,39.93431,116.39723
18,55540,39.93418,116.39723
18,55840,39.93419,116.39724
18,56140,39.93419,116.39725
18,56440,39.93418,116.39725
18,56740,39.93419,116.39725
18,57040,39.93419,116.39725
18,57340,39.93419,116.39725
18,57640,39.93419,116.39725
18,57940,39.9342,116.39725
18,58241,39.93419,116.39724
18,58241,39.93419,116.39724
18,58541,39.93419,116.39724
18,58841,39.93419,116.39724
18,59141,39.93418,116.39724
18,59440,39.93417,116.39724
18,59740,39.93418,116.39724
18,60040,39.93417,116.39724
18,60340,39.93418,116.39724
18,60640,39.93418,116.39724
18,60940,39.93418,116.39724
18,61240,39.93418,116.39724
18,61540,39.93418,116.39724
18,61840,39.93418,116.39724
18,62140,39.93418,116.39724
18,62740,39.93419,116.39724
18,63040,39.93419,116.39724
18,63339,39.93419,116.39724
18,63639,39.93419,116.39724
18,63939,39.93419,116.39724
18,64239,39.93419,116.39724
18,64539,39.9342,116.39724
18,64839,39.9342,116.39724
18,65139,39.9342,116.39724
18,65740,39.9342,116.39724
18,66040,39.9342,116.39723
18,66340,39.9342,116.39723
18,66639,39.9342,116.39723
18,66939,39.9342,116.39723
18,66939,39.9342,116.39723
18,67239,39.9342,116.39723
18,67539,39.93421,116.39723
18,67839,39.93421,116.39723
18,68139,39.93421,116.39723
18,68439,39.93421,116.39723
18,68739,39.93421,116.39723
18,69039,39.93421,116.39723
18,69339,39.93421,116.39723
18,69640,39.93421,116.39723
18,69940,39.93421,116.39723
18,70240,39.93421,116.39723
18,70540,39.93421,116.39723
18,70839,39.93421,116.39723
18,71139,39.93421,116.39723
18,71439,39.93422,116.39723
18,71739,39.93422,116.39723
18,72039,39.93422,116.39723
18,72339,39.93422,116.39723
18,72639,39.93422,116.39722
18,72939,39.93422,116.39722
18,73239,39.93422,116.39722
18,73539,39.93422,116.39722
18,73839,39.93422,116.39722
18,74139,39.93422,116.39723
18,74439,39.93422,116.39723
18,74738,39.93422,116.39723
18,75038,39.93422,116.39723
18,75338,39.93422,116.39723
18,75638,39.93422,116.39723
18,75638,39.93422,116.39723
18,75938,39.93422,116.39723
18,76239,39.93422,116.39723
18,76539,39.93422,116.39723
18,76839,39.93422,116.39723
18,77139,39.93422,116.39723
18,77739,39.93422,116.39723
18,78039,39.93422,116.39723
18,78339,39.93422,116.39723
18,78638,39.93422,116.39723
18,78938,39.93422,116.39723
18,79238,39.93422,116.39723
18,79538,39.93422,116.39723
18,79838,39.93422,116.39723
18,80138,39.93422,116.39723
18,80438,39.93422,116.39723
18,80738,39.93422,116.39723
18,81039,39.93422,116.39723
18,81339,39.93422,116.39723
18,81639,39.93422,116.39723
18,81939,39.93422,116.39723
18,82238,39.93423,116.39723
18,82538,39.93436,116.39732
18,82838,39.93423,116.3973
18,83438,39.93428,116.39731
18,83738,39.93428,116.39731
18,84038,39.93428,116.3973
18,84338,39.93428,116.39731
18,84338,39.93428,116.39731
18,84638,39.93428,116.39731
18,84938,39.93428,116.39731
18,85238,39.93428,116.39731
18,85538,39.93428,116.39731
18,85837,39.93428,116.39731
18,86137,39.93427,116.3973
19,81,39.72281,116.70634
19,681,39.72281,116.70634
19,1881,39.72282,116.70632
19,2481,39.72281,116.70633
19,3081,39.7228,116.70633
19,3681,39.72279,116.70633
19,4281,39.72278,116.70633
19,4881,39.72278,116.70633
19,4881,39.72278,116.70633
19,5481,39.72278,116.70633
19,6680,39.72277,116.70634
19,7280,39.72277,116.70634
19,8480,39.72277,116.70634
19,9080,39.72277,116.70633
19,9711,39.72277,116.70633
19,10280,39.72278,116.70633
19,10880,39.72278,116.70633
19,11480,39.72288,116.70632
19,12080,39.72285,116.70634
19,12680,39.72283,116.70635
19,13280,39.7228,116.70636
19,13880,39.72278,116.70636
19,15080,39.72276,116.70636
19,15680,39.72275,116.70636
19,16280,39.72275,116.70636
19,16879,39.72275,116.70636
19,17479,39.72275,116.70635
19,18079,39.72275,116.70636
19,18679,39.72274,116.70636
19,19280,39.72275,116.70634
19,19880,39.72275,116.70634
19,20479,39.72275,116.70635
19,21079,39.72276,116.70635
19,21679,39.72276,116.70635
19,22279,39.72276,116.70635
19,22279,39.72276,116.70635
19,22879,39.72276,116.70635
19,23479,39.72276,116.70636
19,24079,39.72276,116.70635
19,24678,39.72276,116.70635
19,25278,39.72276,116.70635
19,25878,39.72275,116.70635
19,26479,39.72275,116.70634
19,27079,39.72274,116.70634
19,28278,39.72274,116.70634
19,28878,39.72275,116.70633
19,29478,39.72275,116.70633
19,30078,39.72275,116.70633
19,31278,39.72276,116.70633
19,31878,39.72276,116.70633
19,32478,39.72276,116.70633
19,33078,39.72277,116.70634
19,33678,39.72277,116.70633
19,34278,39.72278,116.70629
19,34877,39.72276,116.70631
19,35477,39.72275,116.7063
19,36077,39.72274,116.7063
19,36677,39.72275,116.70629
19,37278,39.72275,116.70628
19,37878,39.72276,116.70628
19,39077,39.72276,116.70628
19,40277,39.72244,116.70609
19,40877,39.72241,116.70609
19,41477,39.72327,116.70557
19,42077,39.78711,116.64562
19,43876,39.86264,116.50541
19,45676,39.91492,116.48402
19,46276,40.0016,116.49833
19,46876,40.05896,116.58375
19,47476,40.0716,116.5834
19,48077,40.06798,116.58585
19,48677,40.05563,116.58776
19,49276,40.04772,116.58702
19,49876,40.01665,116.5214
19,50476,40.00027,116.49857
19,51076,39.9753,116.4999
19,51676,39.95736,116.48289
19,52276,39.9392,116.44415
19,52876,39.93225,116.44692
19,53476,39.92939,116.46076
19,54075,39.92192,116.44909
19,54675,39.92036,116.45351
19,55275,39.9215,116.45218
19,55875,39.9215,116.45218
19,56475,39.92058,116.4535
19,57075,39.92148,116.45197
19,57075,39.92148,116.45197
19,57675,39.9215,116.45228
19,58274,39.91973,116.45568
19,58875,39.91806,116.45519
19,59475,39.91409,116.47604
19,60074,39.97012,116.47332
19,60675,39.94986,116.48359
19,61275,39.90645,116.50681
19,61537,39.90499,116.51669
19,61875,39.9037,116.51359
19,63074,39.90864,116.57708
19,63673,39.90298,116.63129
19,64874,39.80874,116.69558
19,66075,39.72458,116.70699
19,66674,39.72458,116.70699
19,67274,39.72457,116.70699
19,67874,39.72273,116.7063
19,68474,39.72276,116.70628
19,69074,39.72275,116.70628
19,69674,39.72276,116.70628
19,70274,39.72276,116.70628
19,70874,39.72276,116.70628
19,71474,39.72276,116.70628
19,72074,39.72276,116.70629
19,72674,39.72276,116.70629
19,73274,39.72275,116.70629
19,73873,39.72275,116.70629
19,74473,39.72276,116.70629
19,74473,39.72276,116.70629
19,75073,39.72276,116.70629
19,75673,39.72276,116.70629
19,76274,39.72276,116.70629
19,76874,39.72276,116.70626
19,77473,39.72278,116.70627
19,78071,28.46875,108.94392
19,78073,39.72277,116.70633
19,78673,39.72278,116.70632
19,79273,39.72278,116.70631
19,79873,39.72278,116.7063
19,80473,39.72278,116.7063
19,81072,39.72278,116.7063
19,81672,39.72278,116.7063
19,82272,39.72277,116.7063
19,82872,39.72277,116.7063
19,83472,39.72277,116.7063
19,83472,39.72277,116.7063
19,84072,39.72277,116.7063
19,84673,39.72277,116.70629
19,85273,39.72277,116.70629
19,85872,39.72277,116.70629
20,59,39.86502,116.69205
20,359,39.86499,116.69205
20,659,39.86497,116.69205
20,959,39.86514,116.69202
20,1259,39.86501,116.69203
20,1559,39.865,116.69204
20,1859,39.86501,116.69207
20,2158,39.86498,116.69207
20,2458,39.86499,116.69206
20,2758,39.86499,116.69206
20,3058,39.86499,116.69206
20,3359,39.86498,116.69206
20,3659,39.86499,116.69206
20,3959,39.86499,116.69206
20,4259,39.86499,116.69206
20,4559,39.86499,116.69206
20,4859,39.86497,116.69204
20,5159,39.86497,116.69205
20,5459,39.86491,116.69205
20,5459,39.86491,116.69205
20,5758,39.86486,116.69211
20,6058,39.86495,116.69205
20,6358,39.86506,116.69205
20,6658,39.86504,116.69205
20,6958,39.86503,116.69204
20,12358,39.86497,116.69211
20,12958,39.86458,116.69208
20,13257,39.86511,116.69188
20,13858,39.86508,116.69194
20,14157,39.86508,116.69194
20,14157,39.86508,116.69194
20,14457,39.86507,116.69195
20,14758,39.86505,116.69195
20,15658,39.86501,116.69197
20,15957,39.86501,116.69197
20,16257,39.86501,116.69196
20,16557,39.86502,116.69196
20,16857,39.86502,116.69196
20,17157,39.86502,116.69196
20,17457,39.86502,116.69196
20,17757,39.86502,116.69196
20,18057,39.86503,116.69195
20,18357,39.86503,116.69195
20,18657,39.86503,116.69194
20,18957,39.86449,116.69212
20,19257,39.86443,116.6922
20,19558,39.86508,116.69202
20,19858,39.86509,116.69202
20,20158,39.86506,116.69202
20,20458,39.86505,116.69199
20,20757,39.86503,116.69196
20,21057,39.86502,116.69196
20,21657,39.86501,116.69195
20,21957,39.86501,116.69195
20,22257,39.86501,116.69195
20,22557,39.865,116.69195
20,22857,39.865,116.69195
20,22857,39.865,116.69195
20,23157,39.86487,116.69202
20,23457,39.86485,116.692
20,23757,39.86483,116.692
20,24057,39.86465,116.69194
20,24357,39.86499,116.69193
20,24657,39.86474,116.692
20,24957,39.8651,116.69195
20,25257,39.86476,116.69201
20,25556,39.86478,116.69201
20,25856,39.86479,116.69201
20,26156,39.8648,116.69201
20,26456,39.8648,116.69201
20,27056,39.86479,116.692
20,27356,39.86491,116.69184
20,27656,39.86489,116.6919
20,27957,39.86492,116.6919
20,28257,39.86494,116.69192
20,28557,39.86495,116.69193
20,28857,39.86496,116.69194
20,29457,39.86498,116.69196
20,29757,39.86498,116.69196
20,30057,39.86498,116.69197
20,30656,39.8646,116.69203
20,31256,39.86492,116.69203
20,32156,39.86499,116.69201
20,32756,39.86486,116.692
20,33056,39.86486,116.692
20,33356,39.86485,116.69201
20,34256,39.86485,116.69202
20,34556,39.86485,116.69203
20,34856,39.86485,116.69203
20,35156,39.86485,116.69203
20,35456,39.86485,116.69203
20,36056,39.86485,116.69203
20,36656,39.86485,116.69203
20,36956,39.86486,116.69202
20,37256,39.86504,116.69195
20,37555,39.86502,116.69193
20,37855,39.86503,116.69193
20,38156,39.86504,116.69193
20,38456,39.86504,116.69193
20,38756,39.86504,116.69193
20,39056,39.86504,116.69193
20,39355,39.86504,116.69192
20,39655,39.8657,116.69188
20,40555,39.8652,116.69191
20,40855,39.86523,116.69191
20,41155,39.86514,116.69196
20,41455,39.86511,116.69195
20,41756,39.86509,116.69193
20,42056,39.86375,116.6921
20,42356,39.86378,116.69207
20,42656,39.8646,116.69047
20,43255,39.89277,116.64081
20,43555,39.90584,116.61354
20,43855,39.90851,116.59164
20,44155,39.90836,116.53399
20,44755,39.91584,116.45568
20,45055,39.94256,116.45563
20,45356,39.96813,116.42079
20,45656,39.96735,116.39166
20,45956,39.96658,116.36393
20,46256,39.95814,116.34733
20,46555,39.9576,116.34719
20,46855,39.95698,116.34747
20,47155,39.95718,116.33992
20,47455,39.96491,116.33931
20,48055,39.98281,116.3475
20,48355,39.98563,116.34595
20,48655,39.98832,116.29358
20,48955,39.98359,116.28561
20,48955,39.98359,116.28561
20,49855,39.93754,116.2681
20,50155,39.89566,116.2764
20,50455,39.89557,116.31205
20,50754,39.89542,116.32261
20,51054,39.8979,116.32541
20,51654,39.89795,116.32531
20,51954,39.89779,116.32547
20,52254,39.8967,116.32515
20,52554,39.89795,116.32547
20,52854,39.89795,116.32547
20,53154,39.89795,116.32548
20,53454,39.89796,116.32549
20,53754,39.89797,116.3255
20,54054,39.89797,116.3255
20,54355,39.89798,116.3255
20,54655,39.89799,116.3255
20,54955,39.89801,116.32541
20,55255,39.89764,116.3251
20,55554,39.89771,116.32521
20,55854,39.89782,116.32519
20,56154,39.89804,116.32544
20,56454,39.898,116.32536
20,56754,39.898,116.3254
20,57054,39.89798,116.32541
20,57654,39.89796,116.32544
20,57654,39.89796,116.32544
20,57954,39.89796,116.32545
20,58254,39.89795,116.32545
20,58854,39.8978,116.32557
20,59454,39.896,116.32198
20,60054,39.95211,116.3034
20,60354,39.96534,116.30104
20,60654,39.96612,116.34067
20,60954,39.9623,116.33971
20,61253,39.96242,116.33995
20,61554,39.96241,116.33992
20,61854,39.96239,116.33989
20,62154,39.96238,116.33988
20,62454,39.96238,116.33986
20,62754,39.96237,116.33985
20,63054,39.96237,116.33984
20,63354,39.96236,116.33983
20,63654,39.96236,116.33982
20,63954,39.96236,116.33981
20,64254,39.96235,116.33981
20,64553,39.96235,116.3398
20,64853,39.96235,116.33979
20,65153,39.96235,116.33979
20,65453,39.96235,116.33978
20,65753,39.96234,116.33978
20,66053,39.96234,116.33977
20,66353,39.9646,116.33938
20,66653,39.96669,116.37439
20,66953,39.96808,116.42351
20,67253,39.95161,116.45504
20,67553,39.93614,116.45554
20,67854,39.91473,116.45551
20,68153,39.90663,116.50901
20,68453,39.90838,116.58064
20,68753,39.90393,116.60871
20,69053,39.90489,116.63792
20,69353,39.9048,116.63799
20,69653,39.90477,116.63798
20,69953,39.90475,116.63797
20,70253,39.90473,116.63797
20,70553,39.90473,116.63797
20,70853,39.90445,116.63803
20,71153,39.90471,116.63803
20,71453,39.90446,116.63798
20,71753,39.90449,116.63801
20,72053,39.90037,116.63892
20,72353,39.88856,116.6558
20,72653,39.87206,116.67658
20,72953,39.86488,116.69167
20,73253,39.86492,116.69164
20,73553,39.86492,116.69162
20,73853,39.86493,116.69161
20,74153,39.86493,116.69161
20,74453,39.86493,116.69161
20,74753,39.86492,116.69162
20,75053,39.86492,116.69162
20,75352,39.86499,116.69166
20,75352,39.86499,116.69166
20,75652,39.86497,116.69167
20,75952,39.86495,116.69169
20,76252,39.8648,116.69164
20,76552,39.8649,116.6919
20,76852,39.865,116.69179
20,77452,39.86494,116.69174
20,77753,39.86492,116.69175
20,78053,39.86494,116.69173
20,78353,39.86493,116.69173
20,78653,39.86891,116.68875
20,78952,39.86962,116.68705
20,79252,39.86962,116.68709
20,79552,39.86961,116.68712
20,79852,39.86962,116.68712
20,80152,39.86962,116.68711
20,80452,39.86962,116.68711
20,80752,39.86962,116.6871
20,81052,39.86962,116.6871
20,81354,39.86962,116.68709
20,81652,39.86962,116.68709
20,81952,39.86962,116.68709
20,82252,39.86962,116.68708
20,82552,39.86517,116.69206
20,82852,39.86516,116.69205
20,83152,39.86516,116.69205
20,83452,39.86515,116.69203
20,83752,39.86516,116.69203
20,84052,39.86516,116.69204
20,84052,39.86516,116.69204
20,84352,39.86516,116.69204
20,84652,39.86516,116.69203
20,84952,39.86516,116.69204
20,85252,39.86516,116.69204
20,85552,39.86515,116.69203
20,85852,39.86515,116.69204
20,86152,39.86515,116.69234
21,108,39.7223,116.70697
21,408,39.7223,116.70697
21,708,39.72229,116.70696
21,1008,39.72229,116.70696
21,1309,39.72228,116.70696
21,1609,39.72228,116.70696
21,2209,39.72227,116.70696
21,2508,39.72226,116.70696
21,2508,39.72226,116.70696
21,2808,39.72226,116.70696
21,3108,39.72225,116.70695
21,3408,39.72225,116.70695
21,3708,39.72225,116.70695
21,4008,39.72224,116.70695
21,4008,39.72224,116.70695
21,4308,39.72224,116.70695
21,4608,39.72223,116.70695
21,4908,39.72223,116.70696
21,5208,39.72223,116.70696
21,5508,39.72222,116.70696
21,5808,39.72222,116.70697
21,6108,39.72201,116.70702
21,6408,39.72205,116.70701
21,6708,39.72209,116.707
21,7008,39.72212,116.707
21,7308,39.72216,116.707
21,8207,39.72229,116.70704
21,8507,39.72228,116.70703
21,9107,39.72232,116.70704
21,9407,39.72231,116.70703
21,9707,39.7223,116.70702
21,15407,39.72226,116.707
21,16007,39.72226,116.707
21,16307,39.72226,116.707
21,16607,39.72225,116.707
21,16907,39.72225,116.707
21,17207,39.72224,116.707
21,17507,39.72224,116.707
21,17807,39.72224,116.707
21,18107,39.72224,116.707
21,18407,39.72224,116.707
21,18707,39.72224,116.707
21,19006,39.72224,116.707
21,19306,39.72224,116.707
21,19606,39.72224,116.707
21,19906,39.72224,116.707
21,20206,39.72224,116.707
21,20506,39.72224,116.707
21,20806,39.72224,116.707
21,21106,39.72224,116.707
21,21407,39.72224,116.707
21,21707,39.72224,116.707
21,22007,39.72224,116.70699
21,22307,39.72224,116.70699
21,22606,39.72224,116.70699
21,22906,39.72224,116.70699
21,23206,39.72224,116.70698
21,23506,39.72224,116.70698
21,24106,39.72225,116.70698
21,24406,39.72224,116.70698
21,24706,39.72224,116.70698
21,25306,39.72224,116.70698
21,25606,39.72224,116.70698
21,26206,39.72224,116.70698
21,26805,39.72224,116.70698
21,27105,39.72224,116.70698
21,27706,39.72223,116.70698
21,28006,39.72223,116.70698
21,28305,39.72223,116.70698
21,28606,39.72223,116.70698
21,29506,39.72222,116.70698
21,29805,39.72222,116.70698
21,30105,39.72222,116.70699
21,30405,39.72222,116.70699
21,31005,39.72231,116.70693
21,31305,39.72232,116.70692
21,31605,39.72231,116.70694
21,31905,39.72399,116.70638
21,32206,39.7243,116.69723
21,32506,39.75312,116.66112
21,33105,39.80208,116.6021
21,33405,39.80752,116.5568
21,33705,39.84606,116.53057
21,34005,39.85812,116.51132
21,34305,39.87007,116.48656
21,34605,39.83252,116.45778
21,35205,39.82922,116.31273
21,35505,39.85322,116.2774
21,35805,39.86469,116.28514
21,36405,39.86124,116.2881
21,36705,39.86671,116.31763
21,37005,39.86727,116.35566
21,37305,39.8738,116.358
21,37605,39.87743,116.36451
21,37905,39.86983,116.38298
21,38204,39.86889,116.41564
21,38504,39.89096,116.41281
21,38804,39.89611,116.42432
21,38804,39.89611,116.42432
21,39104,39.89577,116.4329
21,39404,39.89182,116.41174
21,39704,39.88876,116.38658
21,40004,39.88816,116.36225
21,40605,39.90866,116.35054
21,40905,39.91259,116.33905
21,41205,39.91271,116.33265
21,41504,39.9255,116.32811
21,41805,39.93553,116.32688
21,42105,39.93428,116.32267
21,42405,39.94536,116.31891
21,42705,39.93733,116.31977
21,43005,39.93877,116.34619
21,43624,39.95678,116.34316
21,44504,39.96628,116.36008
21,44804,39.96617,116.36021
21,45404,39.96621,116.36025
21,45704,39.96625,116.36079
21,46304,39.96323,116.4378
21,46604,39.96092,116.44428
21,47204,39.9682,116.41969
21,47504,39.96735,116.39549
21,47504,39.96735,116.39549
21,47804,39.96892,116.37472
21,48103,39.96919,116.37287
21,48403,39.96803,116.37289
21,48703,39.96805,116.37289
21,49003,39.96805,116.3729
21,49303,39.96806,116.3729
21,49603,39.96832,116.37256
21,49903,39.96723,116.3644
21,50203,39.96665,116.37723
21,50803,39.95885,116.44437
21,51104,39.95029,116.45016
21,51404,39.94829,116.44151
21,51716,39.95258,116.43355
21,52004,39.95479,116.43913
21,52303,39.95543,116.44023
21,52603,39.95439,116.43893
21,52903,39.95536,116.44009
21,53203,39.95035,116.45528
21,53503,39.9487,116.45865
21,53802,39.94867,116.45851
21,54103,39.94911,116.45956
21,54403,39.94585,116.45862
21,54703,39.94396,116.4577
21,55003,39.94372,116.45704
21,55003,39.94372,116.45704
21,55303,39.9227,116.45541
21,55603,39.89191,116.45447
21,55903,39.88749,116.4386
21,56203,39.8698,116.42258
21,56203,39.8698,116.42258
21,56503,39.86423,116.41543
21,56503,39.86423,116.41543
21,56803,39.87082,116.43811
21,57103,39.8917,116.43805
21,57403,39.90348,116.42998
21,57703,39.90684,116.42166
21,58002,39.90718,116.40084
21,58302,39.90594,116.38036
21,58602,39.92067,116.37562
21,58902,39.93017,116.37388
21,58902,39.93017,116.37388
21,59202,39.92679,116.37367
21,59502,39.9211,116.37231
21,59802,39.91387,116.37149
21,60102,39.90952,116.3701
21,60402,39.92001,116.37562
21,60702,39.93083,116.37349
21,61002,39.93694,116.37324
21,61302,39.94753,116.38567
21,61603,39.94803,116.41768
21,61903,39.9517,116.41919
21,61979,39.95411,116.41907
21,62203,39.95827,116.428
21,62503,39.96357,116.433
21,62802,39.96409,116.43692
21,63102,39.96355,116.43679
21,63402,39.96341,116.43685
21,63702,39.95935,116.44391
21,63985,39.94814,116.37155
21,64002,39.94814,116.44931
21,64002,39.94814,116.44931
21,64302,39.9477,116.45287
21,64602,39.9363,116.45545
21,65202,39.90731,116.44573
21,65202,39.90731,116.44573
21,65502,39.9097,116.45537
21,65802,39.90686,116.4816
21,66102,39.94721,116.48388
21,66402,39.98469,116.47968
21,66702,40.02321,116.53595
21,67001,40.05512,116.58434
21,67301,40.07933,116.58241
21,67601,40.06932,116.58544
21,68201,40.06717,116.58604
21,68501,40.06749,116.58585
21,68801,40.05577,116.58412
21,69101,40.02434,116.53882
21,69401,39.99355,116.49812
21,69701,39.94313,116.53402
21,70088,39.86007,116.5425
21,70301,39.82555,116.51224
21,70901,39.77931,116.53592
21,71201,39.76546,116.55071
21,71501,39.75413,116.57806
21,71801,39.75588,116.63201
21,72101,39.75656,116.68061
21,72401,39.75663,116.68278
21,72701,39.71759,116.697
21,73001,39.72003,116.70754
21,73301,39.72233,116.7069
21,73601,39.72235,116.70692
21,73901,39.72234,116.7069
21,73901,39.72234,116.7069
21,74201,39.72233,116.70689
21,74501,39.72241,116.70665
21,74801,39.71894,116.7048
21,75101,39.71864,116.7041
21,75401,39.71865,116.7041
21,75701,39.71866,116.70406
21,76001,39.71867,116.70406
21,76301,39.71867,116.70406
21,76601,39.71866,116.70406
21,76901,39.71866,116.70406
21,77500,39.71866,116.70406
21,77800,39.71865,116.70406
21,78100,39.71865,116.70405
21,78400,39.71865,116.70405
21,78700,39.71865,116.70404
21,79000,39.71865,116.70404
21,79300,39.71865,116.70404
21,79600,39.71865,116.70404
21,79901,39.71865,116.70404
21,80501,39.71865,116.70404
21,80801,39.71865,116.70404
21,81100,39.71865,116.70403
21,81400,39.71864,116.70403
21,81700,39.71863,116.70402
21,82000,39.71863,116.70402
21,82300,39.71863,116.70402
21,82600,39.71863,116.70402
21,82600,39.71863,116.70402
21,82900,39.71863,116.70402
21,83200,39.71862,116.70402
21,83500,39.71862,116.70402
21,83800,39.71862,116.70403
21,84100,39.71884,116.70408
21,84400,39.7223,116.70693
21,84700,39.72234,116.70685
21,85000,39.72233,116.70684
21,85300,39.72233,116.70684
21,85600,39.72233,116.70685
21,86199,39.72233,116.70685
23,627,39.9641,116.40166
23,1827,39.9323,116.43853
23,2427,39.93232,116.4546
23,3027,39.96818,116.42091
23,3627,39.97953,116.44823
23,4227,40.01025,116.50658
23,4826,39.98689,116.50513
23,5427,39.98688,116.50508
23,6027,39.98689,116.50507
23,6627,39.9869,116.50506
23,7227,39.98691,116.50505
23,8426,39.98692,116.50503
23,9026,39.98694,116.50503
23,9626,39.98695,116.50504
23,10226,39.98696,116.50504
23,10826,39.98696,116.50504
23,11426,39.98697,116.50504
23,12026,39.98697,116.50503
23,12626,39.98697,116.50503
23,13227,39.98697,116.50503
23,13827,39.98696,116.50503
23,15026,39.98696,116.50503
23,15026,39.98696,116.50503
23,15626,39.98696,116.50503
23,16226,39.98696,116.50502
23,16826,39.98696,116.50502
23,17426,39.98696,116.50503
23,18026,39.98696,116.50503
23,18626,39.98696,116.50503
23,19225,39.98696,116.50503
23,19825,39.98696,116.50503
23,20425,39.98697,116.50503
23,21025,39.98697,116.50504
23,21626,39.98698,116.50504
23,22226,39.98699,116.50503
23,22826,39.98699,116.50503
23,23426,39.98699,116.50503
23,24026,39.98699,116.50503
23,24625,39.98699,116.50503
23,25225,39.98699,116.50503
23,25825,39.98698,116.50502
23,26425,39.98698,116.50502
23,27025,39.98698,116.50502
23,27625,39.98697,116.50502
23,28826,39.98697,116.50501
23,29425,39.98697,116.50501
23,30025,39.98697,116.50502
23,30625,39.98698,116.50502
23,31825,39.98698,116.50502
23,32425,39.98698,116.50502
23,32425,39.98698,116.50502
23,33025,39.98699,116.50502
23,33625,39.98699,116.50502
23,34225,39.98699,116.50502
23,35424,39.9705,116.4976
23,36624,39.97539,116.49692
23,37225,39.97064,116.49132
23,37825,39.93116,116.48362
23,38425,39.91679,116.45834
23,39025,39.94768,116.45563
23,39624,39.97514,116.44487
23,40224,39.98694,116.46504
23,40824,40.00546,116.46702
23,41424,39.98818,116.45561
23,42024,39.98301,116.46576
23,42624,39.98846,116.46651
23,43224,39.96994,116.46199
23,43824,39.94317,116.44422
23,45024,39.94735,116.38896
23,45624,39.96143,116.37957
23,46224,39.95242,116.38589
23,46823,39.94756,116.39966
23,47424,39.92075,116.42845
23,48024,39.90209,116.43072
23,48624,39.92351,116.42877
23,49224,39.93982,116.44407
23,49823,39.91833,116.45649
23,49823,39.91833,116.45649
23,50423,39.91466,116.50126
23,51623,39.93915,116.4849
23,52224,39.95276,116.49671
23,52824,39.95274,116.49671
23,53423,39.95273,116.4967
23,54023,39.96724,116.49761
23,54623,39.97028,116.49707
23,54790,39.97628,116.51161
23,55223,39.9784,116.511
23,55823,39.98699,116.50518
23,56423,39.98701,116.50516
23,57023,39.98701,116.50516
23,57623,39.987,116.50516
23,58223,39.987,116.50516
23,58823,39.9871,116.50508
23,58823,39.9871,116.50508
23,59423,39.98705,116.50512
23,60023,39.98703,116.50513
23,60623,39.98702,116.50514
23,61223,39.98701,116.50515
23,61823,39.98701,116.50516
23,62423,39.98701,116.50516
23,63022,39.98701,116.50517
23,63622,39.97893,116.48401
23,64222,39.97525,116.49216
23,64822,39.9753,116.49205
23,65423,39.97529,116.49227
23,66023,39.97514,116.48471
23,66622,39.93335,116.48368
23,67222,39.90711,116.44883
23,67822,39.90737,116.42067
23,68422,39.9074,116.41185
23,69023,39.92318,116.42788
23,69623,39.92149,116.44347
23,70222,39.92793,116.4559
23,70822,39.93205,116.45597
23,71422,39.93231,116.45257
23,72022,39.93228,116.44555
23,72622,39.91213,116.45529
23,73222,39.9071,116.45607
23,73822,39.92444,116.46285
23,74422,39.9244,116.46286
23,75022,39.94675,116.45549
23,75621,39.94646,116.44922
23,76222,39.91161,116.45559
23,76222,39.91161,116.45559
23,76821,39.89196,116.47067
23,77422,39.90935,116.47186
23,78022,39.903,116.48379
23,78621,39.89312,116.48794
23,79221,39.89353,116.47148
23,80421,39.91297,116.45555
23,81021,39.85584,116.38799
23,81622,39.88379,116.38361
23,82222,39.89329,116.42141
23,82822,39.8921,116.45521
23,83421,39.91784,116.46343
23,84021,39.95722,116.44719
23,84621,39.99356,116.41075
23,85821,39.97942,116.44844
24,193,39.8439,116.37874
24,240,39.84375,116.37986
