task_id,region_id,slot_id,start_time,end_time,required_workers,weight,candidate_capacity
t54_050,54,114,68400,68999,3,3,22
t54_051,54,137,82200,82799,2,2,29
t64_043,64,67,40200,40799,3,3,20
t64_044,64,118,70800,71399,1,1,32
t53_057,53,122,73200,73799,1,1,25
t31_001,31,140,84000,84599,1,1,1
t75_039,75,26,15600,16199,3,3,17
t97_013,97,24,14400,14999,1,1,15
t96_016,96,82,49200,49799,2,2,3
t64_045,64,126,75600,76199,2,2,26
t44_044,44,142,85200,85799,2,2,17
t75_040,75,66,39600,40199,3,3,27
t96_017,96,88,52800,53399,1,1,1
t76_004,76,6,3600,4199,1,1,4
t64_046,64,112,67200,67799,3,3,27
t48_008,48,6,3600,4199,1,1,5
t73_017,73,136,81600,82199,3,3,14
t54_052,54,27,16200,16799,3,3,18
t52_010,52,77,46200,46799,3,3,5
t44_045,44,72,43200,43799,3,3,17
t85_002,85,11,6600,7199,1,1,1
t23_000,23,28,16800,17399,1,1,2
t98_006,98,29,17400,17999,3,3,8
t44_046,44,92,55200,55799,3,3,20
t97_014,97,118,70800,71399,1,1,4
t54_053,54,111,66600,67199,1,1,27
t21_000,21,40,24000,24599,2,2,2
t86_017,86,117,70200,70799,3,3,10
t65_045,65,32,19200,19799,3,3,23
t64_047,64,108,64800,65399,1,1,34
t64_048,64,59,35400,35999,2,2,23
t75_041,75,17,10200,10799,2,2,16
t63_041,63,32,19200,19799,2,2,9
t86_018,86,105,63000,63599,3,3,10
t44_047,44,107,64200,64799,3,3,25
t53_058,53,32,19200,19799,1,1,12
t65_046,65,73,43800,44399,1,1,40
t84_007,84,40,24000,24599,1,1,2
t53_059,53,13,7800,8399,3,3,27
t53_060,53,83,49800,50399,2,2,36
t58_000,58,68,40800,41399,1,1,1
t22_000,22,7,4200,4799,1,1,1
t53_061,53,84,50400,50999,1,1,39
t75_042,75,35,21000,21599,1,1,19
t75_043,75,72,43200,43799,1,1,28
t55_053,55,23,13800,14399,2,2,18
t82_003,82,116,69600,70199,1,1,1
t64_049,64,16,9600,10199,3,3,24
t96_018,96,115,69000,69599,2,2,2
t75_044,75,76,45600,46199,3,3,26
t52_011,52,21,12600,13199,3,3,5
t98_007,98,119,71400,71999,2,2,4
t86_019,86,95,57000,57599,3,3,7
t54_054,54,124,74400,74999,2,2,29
t98_008,98,64,38400,38999,1,1,8
t54_055,54,39,23400,23999,2,2,16
t75_045,75,114,68400,68999,1,1,6
t64_050,64,57,34200,34799,1,1,24
t96_019,96,0,0,599,2,2,3
t64_051,64,9,5400,5999,2,2,24
t31_002,31,48,28800,29399,1,1,2
t72_004,72,24,14400,14999,1,1,1
t97_015,97,40,24000,24599,1,1,13
t76_005,76,70,42000,42599,3,3,7
t63_042,63,69,41400,41999,1,1,25
t53_062,53,3,1800,2399,2,2,25
t13_000,13,44,26400,26999,1,1,2
t24_001,24,139,83400,83999,1,1,4
t64_052,64,12,7200,7799,2,2,11
t64_053,64,51,30600,31199,1,1,8
t52_012,52,65,39000,39599,3,3,4
t68_001,68,102,61200,61799,1,1,1
t75_046,75,16,9600,10199,1,1,15
t53_063,53,138,82800,83399,2,2,27
t44_048,44,103,61800,62399,1,1,25
t98_009,98,104,62400,62999,1,1,2
t63_043,63,14,8400,8999,3,3,9
t64_054,64,136,81600,82199,3,3,36
t55_054,55,7,4200,4799,2,2,25
t29_001,29,56,33600,34199,1,1,2
t43_019,43,67,40200,40799,1,1,16
t75_047,75,43,25800,26399,3,3,20
t55_055,55,14,8400,8999,2,2,15
t55_056,55,98,58800,59399,3,3,33
t44_049,44,109,65400,65999,1,1,25
t56_013,56,120,72000,72599,2,2,6
t76_006,76,95,57000,57599,3,3,5
t75_048,75,129,77400,77999,3,3,11
t54_056,54,136,81600,82199,3,3,34
t63_044,63,74,44400,44999,2,2,16
t52_013,52,139,83400,83999,3,3,7
t96_020,96,50,30000,30599,3,3,10
t23_001,23,42,25200,25799,1,1,1
t63_045,63,10,6000,6599,3,3,21
t75_049,75,47,28200,28799,1,1,28
t53_064,53,45,27000,27599,2,2,10
t65_047,65,45,27000,27599,1,1,23
t44_050,44,123,73800,74399,2,2,26
t73_018,73,113,67800,68399,3,3,5
t64_055,64,81,48600,49199,3,3,44
t65_048,65,56,33600,34199,1,1,24
t44_051,44,121,72600,73199,2,2,21
t65_049,65,135,81000,81599,2,2,22
t43_020,43,98,58800,59399,1,1,19
t54_057,54,37,22200,22799,1,1,19
t68_002,68,32,19200,19799,1,1,1
t45_015,45,87,52200,52799,3,3,16
t53_065,53,122,73200,73799,1,1,25
t53_066,53,13,7800,8399,3,3,27
t74_015,74,139,83400,83999,3,3,12
t54_058,54,2,1200,1799,2,2,20
t75_050,75,54,32400,32999,1,1,21
t55_057,55,121,72600,73199,1,1,26
t54_059,54,50,30000,30599,3,3,21
t55_058,55,136,81600,82199,3,3,26
t75_051,75,60,36000,36599,2,2,28
t33_011,33,51,30600,31199,3,3,6
t64_056,64,79,47400,47999,3,3,37
t53_067,53,4,2400,2999,1,1,24
t98_010,98,29,17400,17999,2,2,8
t54_060,54,26,15600,16199,1,1,15
t64_057,64,119,71400,71999,2,2,27
t65_050,65,34,20400,20999,1,1,18
t45_016,45,23,13800,14399,3,3,8
t54_061,54,81,48600,49199,2,2,38
t53_068,53,75,45000,45599,1,1,34
t53_069,53,140,84000,84599,2,2,25
t45_017,45,134,80400,80999,2,2,16
t56_014,56,131,78600,79199,3,3,8
t35_011,35,65,39000,39599,3,3,5
t75_052,75,115,69000,69599,2,2,11
t44_052,44,85,51000,51599,1,1,27
t55_059,55,110,66000,66599,2,2,40
t54_062,54,140,84000,84599,1,1,36
t97_016,97,114,68400,68999,3,3,4
t73_019,73,87,52200,52799,1,1,15
t74_016,74,143,85800,86399,3,3,11
t35_012,35,118,70800,71399,3,3,5
t45_018,45,131,78600,79199,3,3,16
t75_053,75,71,42600,43199,3,3,33
t45_019,45,20,12000,12599,2,2,8
t64_058,64,135,81000,81599,3,3,33
t54_063,54,103,61800,62399,3,3,35
t43_021,43,21,12600,13199,3,3,7
t48_009,48,33,19800,20399,1,1,5
t34_014,34,99,59400,59999,2,2,2
t64_059,64,97,58200,58799,3,3,37
t64_060,64,27,16200,16799,2,2,14
t55_060,55,128,76800,77399,1,1,38
t64_061,64,42,25200,25799,3,3,12
t53_070,53,98,58800,59399,2,2,40
t16_000,16,29,17400,17999,1,1,1
t75_054,75,97,58200,58799,2,2,14
t55_061,55,132,79200,79799,1,1,34
t54_064,54,101,60600,61199,1,1,36
t96_021,96,79,47400,47999,1,1,4
t53_071,53,89,53400,53999,2,2,41
t73_020,73,96,57600,58199,3,3,13
t73_021,73,88,52800,53399,2,2,11
t85_003,85,55,33000,33599,1,1,5
t55_062,55,7,4200,4799,3,3,25
t55_063,55,90,54000,54599,2,2,34
t73_022,73,15,9000,9599,1,1,9
t97_017,97,116,69600,70199,3,3,6
t53_072,53,97,58200,58799,3,3,40
t75_055,75,38,22800,23399,2,2,20
t45_020,45,89,53400,53999,2,2,15
t64_062,64,4,2400,2999,3,3,26
t24_002,24,103,61800,62399,1,1,2
t65_051,65,73,43800,44399,1,1,40
t96_022,96,33,19800,20399,3,3,10
t54_065,54,72,43200,43799,1,1,35
t74_017,74,143,85800,86399,2,2,11
t76_007,76,93,55800,56399,3,3,5
t53_073,53,96,57600,58199,3,3,39
t75_056,75,71,42600,43199,2,2,33
t42_008,42,111,66600,67199,3,3,4
t64_063,64,112,67200,67799,2,2,27
t44_053,44,87,52200,52799,2,2,25
t76_008,76,67,40200,40799,1,1,5
t43_022,43,15,9000,9599,2,2,10
t56_015,56,101,60600,61199,2,2,7
t35_013,35,110,66000,66599,2,2,5
t42_009,42,92,55200,55799,3,3,3
t35_014,35,7,4200,4799,2,2,4
t55_064,55,102,61200,61799,3,3,40
t62_009,62,46,27600,28199,1,1,1
t75_057,75,127,76200,76799,3,3,11
t49_001,49,79,47400,47999,1,1,1
t55_065,55,80,48000,48599,3,3,22
t56_016,56,66,39600,40199,2,2,6
t65_052,65,63,37800,38399,2,2,30
t63_046,63,60,36000,36599,1,1,19
t64_064,64,100,60000,60599,3,3,31
t55_066,55,2,1200,1799,3,3,28
t55_067,55,95,57000,57599,3,3,37
t96_023,96,40,24000,24599,3,3,14
t31_003,31,42,25200,25799,1,1,1
t32_005,32,128,76800,77399,1,1,1
t65_053,65,56,33600,34199,1,1,24
t94_007,94,101,60600,61199,1,1,1
t35_015,35,22,13200,13799,2,2,4
t65_054,65,113,67800,68399,3,3,31
t86_020,86,114,68400,68999,2,2,8
t37_002,37,43,25800,26399,2,2,2
t64_065,64,130,78000,78599,1,1,26
t63_047,63,95,57000,57599,3,3,20
t44_054,44,25,15000,15599,2,2,14
t63_048,63,39,23400,23999,2,2,10
t43_023,43,122,73200,73799,3,3,15
t62_010,62,85,51000,51599,1,1,4
t55_068,55,3,1800,2399,1,1,32
t95_007,95,97,58200,58799,1,1,1
t75_058,75,81,48600,49199,1,1,19
t44_055,44,48,28800,29399,3,3,12
t64_066,64,65,39000,39599,1,1,31
t45_021,45,141,84600,85199,2,2,11
t63_049,63,116,69600,70199,1,1,25
t63_050,63,139,83400,83999,2,2,21
t28_000,28,48,28800,29399,1,1,2
t73_023,73,87,52200,52799,1,1,15
t43_024,43,75,45000,45599,2,2,16
t98_011,98,47,28200,28799,3,3,12
t54_066,54,136,81600,82199,2,2,34
t34_015,34,119,71400,71999,3,3,4
t55_069,55,128,76800,77399,2,2,38
t75_059,75,3,1800,2399,1,1,5
t84_008,84,117,70200,70799,1,1,2
t63_051,63,73,43800,44399,3,3,23
t64_067,64,71,42600,43199,3,3,28
t86_021,86,128,76800,77399,1,1,8
t44_056,44,65,39000,39599,3,3,15
t54_067,54,132,79200,79799,3,3,27
t53_074,53,102,61200,61799,3,3,33
t44_057,44,114,68400,68999,1,1,17
t62_011,62,104,62400,62999,2,2,5
t18_004,18,24,14400,14999,2,2,3
t98_012,98,66,39600,40199,3,3,7
t63_052,63,132,79200,79799,1,1,23
t98_013,98,46,27600,28199,3,3,11
t48_010,48,143,85800,86399,2,2,6
t55_070,55,68,40800,41399,2,2,29
t95_008,95,16,9600,10199,1,1,4
t48_011,48,142,85200,85799,1,1,6
t53_075,53,59,35400,35999,1,1,19
t55_071,55,76,45600,46199,3,3,25
t45_022,45,97,58200,58799,2,2,23
t65_055,65,125,75000,75599,2,2,25
t53_076,53,102,61200,61799,2,2,33
t75_060,75,55,33000,33599,3,3,26
t55_072,55,143,85800,86399,3,3,25
t54_068,54,86,51600,52199,3,3,34
t64_068,64,105,63000,63599,3,3,35
t86_022,86,135,81000,81599,2,2,10
t65_056,65,133,79800,80399,2,2,23
t56_017,56,119,71400,71999,1,1,9
t64_069,64,8,4800,5399,3,3,26
t64_070,64,72,43200,43799,2,2,33
t73_024,73,79,47400,47999,3,3,15
t65_057,65,142,85200,85799,1,1,21
t64_071,64,86,51600,52199,1,1,37
t63_053,63,36,21600,22199,2,2,11
t97_018,97,118,70800,71399,3,3,4
t43_025,43,134,80400,80999,3,3,9
t97_019,97,15,9000,9599,2,2,9
t64_072,64,87,52200,52799,3,3,34
t43_026,43,58,34800,35399,2,2,9
t64_073,64,118,70800,71399,1,1,32
t73_025,73,139,83400,83999,3,3,10
t34_016,34,59,35400,35999,2,2,9
t43_027,43,133,79800,80399,2,2,9
t64_074,64,128,76800,77399,2,2,31
t44_058,44,77,46200,46799,1,1,22
t64_075,64,121,72600,73199,1,1,37
t62_012,62,141,84600,85199,2,2,6
t84_009,84,1,600,1199,1,1,3
t53_077,53,56,33600,34199,1,1,15
t63_054,63,12,7200,7799,2,2,15
t63_055,63,119,71400,71999,3,3,27
t54_069,54,128,76800,77399,2,2,22
t55_073,55,112,67200,67799,1,1,40
t65_058,65,33,19800,20399,1,1,23
t44_059,44,81,48600,49199,3,3,19
t63_056,63,1,600,1199,2,2,27
t75_061,75,24,14400,14999,2,2,16
t65_059,65,67,40200,40799,3,3,24
t83_004,83,142,85200,85799,1,1,4
t45_023,45,133,79800,80399,1,1,15
t65_060,65,81,48600,49199,3,3,33
t25_000,25,18,10800,11399,3,3,3
t55_074,55,103,61800,62399,3,3,34
t65_061,65,115,69000,69599,2,2,38
t64_076,64,128,76800,77399,1,1,31
t56_018,56,7,4200,4799,3,3,3
t63_057,63,28,16800,17399,1,1,12
t63_058,63,46,27600,28199,3,3,5
t63_059,63,58,34800,35399,3,3,14
t75_062,75,110,66000,66599,2,2,13
t75_063,75,22,13200,13799,3,3,17
t82_004,82,4,2400,2999,1,1,3
t97_020,97,17,10200,10799,2,2,12
t98_014,98,13,7800,8399,3,3,5
t55_075,55,82,49200,49799,1,1,26
t64_077,64,63,37800,38399,1,1,24
t63_060,63,103,61800,62399,2,2,23
t45_024,45,139,83400,83999,1,1,10
t63_061,63,112,67200,67799,2,2,29
t63_062,63,4,2400,2999,2,2,24
t48_012,48,13,7800,8399,3,3,6
t79_003,79,53,31800,32399,1,1,1
t53_078,53,69,41400,41999,3,3,23
t54_070,54,139,83400,83999,2,2,36
t86_023,86,71,42600,43199,2,2,13
t74_018,74,42,25200,25799,3,3,7
t53_079,53,90,54000,54599,3,3,40
t54_071,54,65,39000,39599,3,3,28
t65_062,65,103,61800,62399,3,3,22
t64_078,64,52,31200,31799,2,2,9
t57_003,57,73,43800,44399,2,2,3
t63_063,63,47,28200,28799,3,3,6
t53_080,53,114,68400,68999,3,3,30
t45_025,45,4,2400,2999,3,3,9
t63_064,63,143,85800,86399,3,3,14
t82_005,82,96,57600,58199,2,2,2
t86_024,86,70,42000,42599,1,1,11
t55_076,55,112,67200,67799,3,3,40
t53_081,53,142,85200,85799,3,3,16
t54_072,54,4,2400,2999,2,2,18
t32_006,32,26,15600,16199,1,1,3
t45_026,45,120,72000,72599,3,3,14
t55_077,55,84,50400,50999,3,3,32
t63_065,63,89,53400,53999,1,1,34
t55_078,55,103,61800,62399,1,1,34
t55_079,55,76,45600,46199,2,2,25
t65_063,65,110,66000,66599,1,1,28
t64_079,64,136,81600,82199,3,3,36
t45_027,45,128,76800,77399,1,1,18
t44_060,44,59,35400,35999,3,3,20
t43_028,43,75,45000,45599,2,2,16
t84_010,84,74,44400,44999,1,1,4
t45_028,45,142,85200,85799,1,1,15
t44_061,44,108,64800,65399,3,3,24
t63_066,63,28,16800,17399,1,1,12
t65_064,65,89,53400,53999,2,2,26
t54_073,54,123,73800,74399,3,3,28
t54_074,54,94,56400,56999,3,3,33
t55_080,55,0,0,599,1,1,20
t45_029,45,121,72600,73199,1,1,12
t65_065,65,47,28200,28799,1,1,24
t55_081,55,138,82800,83399,2,2,32
t83_005,83,143,85800,86399,1,1,4
t55_082,55,86,51600,52199,2,2,31
t54_075,54,40,24000,24599,1,1,18
t63_067,63,127,76200,76799,2,2,20
t55_083,55,137,82200,82799,1,1,25
t96_024,96,57,34200,34799,1,1,14
t64_080,64,72,43200,43799,1,1,33
t55_084,55,136,81600,82199,1,1,26
t63_068,63,140,84000,84599,1,1,20
t55_085,55,94,56400,56999,3,3,36
t45_030,45,66,39600,40199,2,2,6
t63_069,63,105,63000,63599,3,3,17
t86_025,86,119,71400,71999,1,1,11
t63_070,63,117,70200,70799,3,3,26
t44_062,44,2,1200,1799,1,1,17
t65_066,65,40,24000,24599,2,2,21
t96_025,96,137,82200,82799,3,3,4
t74_019,74,121,72600,73199,2,2,19
t74_020,74,118,70800,71399,2,2,10
t55_086,55,122,73200,73799,1,1,27
t73_026,73,136,81600,82199,2,2,14
t83_006,83,124,74400,74999,1,1,5
t64_081,64,121,72600,73199,1,1,37
t44_063,44,92,55200,55799,2,2,20
t84_011,84,70,42000,42599,3,3,7
t65_067,65,46,27600,28199,2,2,25
t63_071,63,39,23400,23999,2,2,10
t75_064,75,64,38400,38999,2,2,23
t65_068,65,1,600,1199,2,2,21
t97_021,97,105,63000,63599,1,1,2
t75_065,75,77,46200,46799,2,2,30
t54_076,54,13,7800,8399,3,3,21
t54_077,54,92,55200,55799,3,3,38
t63_072,63,96,57600,58199,1,1,21
t54_078,54,11,6600,7199,3,3,26
t64_082,64,139,83400,83999,1,1,30
t54_079,54,142,85200,85799,3,3,27
t44_064,44,78,46800,47399,2,2,19
t64_083,64,76,45600,46199,1,1,38
t44_065,44,54,32400,32999,2,2,13
t65_069,65,76,45600,46199,2,2,42
t54_080,54,52,31200,31799,2,2,20
t84_012,84,19,11400,11999,1,1,3
t73_027,73,113,67800,68399,3,3,5
t65_070,65,111,66600,67199,3,3,25
t54_081,54,101,60600,61199,3,3,36
t55_087,55,76,45600,46199,1,1,25
t63_073,63,80,48000,48599,1,1,25
t64_084,64,104,62400,62999,3,3,36
t18_005,18,25,15000,15599,2,2,2
t74_021,74,96,57600,58199,3,3,15
t64_085,64,110,66000,66599,3,3,29
t75_066,75,12,7200,7799,3,3,16
t54_082,54,124,74400,74999,2,2,29
t55_088,55,73,43800,44399,2,2,32
t84_013,84,77,46200,46799,3,3,6
t18_006,18,133,79800,80399,1,1,2
t55_089,55,85,51000,51599,2,2,32
t65_071,65,79,47400,47999,2,2,33
t44_066,44,110,66000,66599,1,1,25
t44_067,44,62,37200,37799,2,2,23
t63_074,63,135,81000,81599,1,1,22
t45_031,45,84,50400,50999,1,1,17
t45_032,45,5,3000,3599,3,3,10
t84_014,84,96,57600,58199,1,1,1
t54_083,54,3,1800,2399,1,1,20
t65_072,65,77,46200,46799,3,3,42
t53_082,53,67,40200,40799,3,3,26
t64_086,64,88,52800,53399,3,3,28
t39_001,39,13,7800,8399,1,1,1
t43_029,43,55,33000,33599,2,2,8
t54_084,54,88,52800,53399,2,2,36
t45_033,45,84,50400,50999,1,1,17
t44_068,44,53,31800,32399,1,1,11
t52_014,52,74,44400,44999,1,1,4
t52_015,52,14,8400,8999,1,1,3
t54_085,54,5,3000,3599,2,2,22
t54_086,54,93,55800,56399,2,2,41
t55_090,55,121,72600,73199,1,1,26
t33_012,33,9,5400,5999,1,1,4
t55_091,55,94,56400,56999,3,3,36
t64_087,64,15,9000,9599,3,3,20
t65_073,65,5,3000,3599,3,3,18
t66_003,66,2,1200,1799,3,3,4
t63_075,63,72,43200,43799,1,1,27
t45_034,45,118,70800,71399,2,2,13
t43_030,43,14,8400,8999,1,1,6
t74_022,74,93,55800,56399,2,2,12
t43_031,43,113,67800,68399,1,1,13
t53_083,53,88,52800,53399,3,3,38
t65_074,65,116,69600,70199,3,3,31
t98_015,98,22,13200,13799,3,3,7
t37_003,37,71,42600,43199,2,2,2
t84_015,84,102,61200,61799,1,1,1
t53_084,53,85,51000,51599,2,2,35
t74_023,74,101,60600,61199,2,2,11
t55_092,55,86,51600,52199,3,3,31
t64_088,64,111,66600,67199,2,2,28
t56_019,56,108,64800,65399,1,1,6
t85_004,85,72,43200,43799,1,1,1
t65_075,65,85,51000,51599,2,2,32
t74_024,74,0,0,599,2,2,12
t75_067,75,131,78600,79199,1,1,8
t65_076,65,115,69000,69599,3,3,38
t65_077,65,128,76800,77399,1,1,31
t86_026,86,109,65400,65999,3,3,8
t45_035,45,118,70800,71399,2,2,13
t52_016,52,120,72000,72599,3,3,11
t43_032,43,98,58800,59399,3,3,19
t44_069,44,42,25200,25799,2,2,9
t33_013,33,6,3600,4199,2,2,7
t54_087,54,61,36600,37199,1,1,22
t75_068,75,72,43200,43799,3,3,28
t63_076,63,5,3000,3599,3,3,21
t74_025,74,37,22200,22799,2,2,3
t24_003,24,8,4800,5399,1,1,1
t73_028,73,4,2400,2999,3,3,11
t44_070,44,91,54600,55199,3,3,19
t64_089,64,48,28800,29399,1,1,12
t63_077,63,123,73800,74399,1,1,30
t53_085,53,33,19800,20399,2,2,8
t43_033,43,79,47400,47999,3,3,13
t65_078,65,79,47400,47999,3,3,33
t42_010,42,81,48600,49199,3,3,6
t63_078,63,85,51000,51599,2,2,30
t57_004,57,15,9000,9599,1,1,1
t54_088,54,9,5400,5999,3,3,32
t75_069,75,7,4200,4799,3,3,11
t75_070,75,68,40800,41399,2,2,27
t86_027,86,72,43200,43799,3,3,10
t64_090,64,76,45600,46199,3,3,38
t65_079,65,141,84600,85199,1,1,29
t86_028,86,9,5400,5999,2,2,7
t45_036,45,83,49800,50399,1,1,18
t96_026,96,56,33600,34199,1,1,14
t97_022,97,6,3600,4199,3,3,6
t65_080,65,65,39000,39599,1,1,29
t43_034,43,2,1200,1799,2,2,14
t48_013,48,135,81000,81599,1,1,4
t83_007,83,133,79800,80399,3,3,3
t55_093,55,139,83400,83999,3,3,30
t54_089,54,5,3000,3599,1,1,22
t92_001,92,44,26400,26999,2,2,2
t54_090,54,84,50400,50999,2,2,31
t54_091,54,0,0,599,1,1,12
t65_081,65,87,52200,52799,1,1,31
t34_017,34,5,3000,3599,3,3,5
t64_091,64,61,36600,37199,2,2,24
t44_071,44,100,60000,60599,3,3,29
t86_029,86,139,83400,83999,2,2,13
t53_086,53,73,43800,44399,2,2,28
t54_092,54,17,10200,10799,3,3,21
t53_087,53,54,32400,32999,2,2,11
t35_016,35,54,32400,32999,1,1,4
t44_072,44,48,28800,29399,1,1,12
t33_014,33,49,29400,29999,2,2,5
t54_093,54,122,73200,73799,2,2,27
t63_079,63,103,61800,62399,3,3,23
t63_080,63,128,76800,77399,3,3,25
t84_016,84,66,39600,40199,2,2,6
t34_018,34,26,15600,16199,2,2,6
t65_082,65,134,80400,80999,1,1,23
t55_094,55,112,67200,67799,3,3,40
t55_095,55,46,27600,28199,3,3,14
t75_071,75,45,27000,27599,2,2,25
t75_072,75,72,43200,43799,2,2,28
t96_027,96,51,30600,31199,3,3,9
t55_096,55,79,47400,47999,1,1,26
t97_023,97,41,24600,25199,3,3,14
t96_028,96,54,32400,32999,2,2,17
t65_083,65,128,76800,77399,2,2,31
t51_001,51,127,76200,76799,1,1,1
t73_029,73,23,13800,14399,2,2,9
t54_094,54,80,48000,48599,1,1,35
t43_035,43,105,63000,63599,3,3,11
t55_097,55,89,53400,53999,3,3,31
t47_001,47,118,70800,71399,1,1,1
t86_030,86,6,3600,4199,3,3,8
t55_098,55,62,37200,37799,1,1,26
t63_081,63,61,36600,37199,2,2,16
t98_016,98,44,26400,26999,2,2,10
t65_084,65,100,60000,60599,1,1,23
t54_095,54,7,4200,4799,3,3,27
t74_026,74,124,74400,74999,3,3,24
t63_082,63,123,73800,74399,2,2,30
t53_088,53,101,60600,61199,2,2,32
t54_096,54,138,82800,83399,1,1,29
t64_092,64,134,80400,80999,1,1,35
t62_013,62,42,25200,25799,1,1,1
t84_017,84,121,72600,73199,1,1,2
t55_099,55,32,19200,19799,1,1,12
t86_031,86,131,78600,79199,2,2,13
t54_097,54,44,26400,26999,2,2,17
t43_036,43,117,70200,70799,2,2,10
t75_073,75,95,57000,57599,2,2,20
t53_089,53,83,49800,50399,2,2,36
t65_085,65,138,82800,83399,3,3,25
t65_086,65,141,84600,85199,3,3,29
t75_074,75,43,25800,26399,2,2,20
t54_098,54,31,18600,19199,2,2,19
t54_099,54,80,48000,48599,1,1,35
t96_029,96,0,0,599,3,3,3
t54_100,54,84,50400,50999,2,2,31
t65_087,65,112,67200,67799,2,2,31
t97_024,97,54,32400,32999,3,3,15
t98_017,98,75,45000,45599,2,2,3
t63_083,63,133,79800,80399,2,2,21
t43_037,43,129,77400,77999,2,2,13
t65_088,65,123,73800,74399,3,3,24
t75_075,75,58,34800,35399,3,3,32
t85_005,85,129,77400,77999,1,1,2
t44_073,44,73,43800,44399,1,1,19
t74_027,74,104,62400,62999,1,1,12
t55_100,55,109,65400,65999,2,2,43
t93_004,93,71,42600,43199,1,1,2
t65_089,65,81,48600,49199,1,1,33
t65_090,65,28,16800,17399,2,2,19
t64_093,64,88,52800,53399,3,3,28
t74_028,74,22,13200,13799,1,1,5
t62_014,62,67,40200,40799,1,1,1
t93_005,93,133,79800,80399,1,1,1
t75_076,75,72,43200,43799,3,3,28
t75_077,75,38,22800,23399,1,1,20
t48_014,48,135,81000,81599,3,3,4
t95_009,95,55,33000,33599,2,2,8
t64_094,64,118,70800,71399,3,3,32
t73_030,73,69,41400,41999,1,1,10
t44_074,44,100,60000,60599,3,3,29
t65_091,65,118,70800,71399,1,1,31
t63_084,63,94,56400,56999,2,2,22
t55_101,55,17,10200,10799,1,1,18
t34_019,34,141,84600,85199,1,1,7
t34_020,34,98,58800,59399,1,1,3
t54_101,54,65,39000,39599,3,3,28
t34_021,34,45,27000,27599,1,1,8
t63_085,63,27,16200,16799,1,1,9
t75_078,75,15,9000,9599,2,2,15
t53_090,53,11,6600,7199,3,3,19
t97_025,97,30,18000,18599,3,3,11
t82_006,82,92,55200,55799,1,1,2
t45_037,45,79,47400,47999,1,1,10
t72_005,72,62,37200,37799,1,1,2
t18_007,18,111,66600,67199,1,1,1
t54_102,54,123,73800,74399,3,3,28
t53_091,53,123,73800,74399,2,2,28
t54_103,54,103,61800,62399,2,2,35
t64_095,64,124,74400,74999,3,3,27
t63_086,63,65,39000,39599,2,2,29
t35_017,35,114,68400,68999,1,1,6
t65_092,65,42,25200,25799,1,1,24
t45_038,45,39,23400,23999,3,3,6
t53_092,53,92,55200,55799,2,2,33
t55_102,55,75,45000,45599,3,3,35
t55_103,55,123,73800,74399,3,3,28
t76_009,76,91,54600,55199,1,1,6
t45_039,45,134,80400,80999,3,3,16
t54_104,54,108,64800,65399,3,3,37
t65_093,65,22,13200,13799,1,1,15
t75_079,75,36,21600,22199,1,1,20
t53_093,53,128,76800,77399,1,1,33
t63_087,63,81,48600,49199,1,1,26
t67_000,67,77,46200,46799,1,1,1
t63_088,63,117,70200,70799,2,2,26
t55_104,55,82,49200,49799,3,3,26
t54_105,54,127,76200,76799,1,1,23
t34_022,34,106,63600,64199,1,1,3
t74_029,74,116,69600,70199,2,2,10
t55_105,55,37,22200,22799,3,3,15
t98_018,98,44,26400,26999,3,3,10
t53_094,53,124,74400,74999,3,3,25
t53_095,53,78,46800,47399,2,2,42
t54_106,54,61,36600,37199,2,2,22
t64_096,64,102,61200,61799,2,2,35
t75_080,75,125,75000,75599,2,2,8
t27_001,27,16,9600,10199,1,1,1
t45_040,45,84,50400,50999,1,1,17
t44_075,44,107,64200,64799,1,1,25
t44_076,44,73,43800,44399,2,2,19
t96_030,96,25,15000,15599,3,3,10
t86_032,86,97,58200,58799,1,1,7
t55_106,55,112,67200,67799,3,3,40
t48_015,48,122,73200,73799,2,2,3
t74_030,74,60,36000,36599,2,2,11
t75_081,75,129,77400,77999,1,1,11
t63_089,63,118,70800,71399,3,3,26
t75_082,75,11,6600,7199,2,2,17
t29_002,29,35,21000,21599,1,1,1
t53_096,53,102,61200,61799,1,1,33
t78_000,78,59,35400,35999,1,1,1
t35_018,35,83,49800,50399,2,2,6
t54_107,54,113,67800,68399,1,1,26
t64_097,64,96,57600,58199,1,1,41
t86_033,86,70,42000,42599,1,1,11
t34_023,34,3,1800,2399,2,2,7
t54_108,54,132,79200,79799,2,2,27
t56_020,56,138,82800,83399,3,3,5
t56_021,56,27,16200,16799,1,1,3
t63_090,63,60,36000,36599,3,3,19
t86_034,86,107,64200,64799,2,2,12
t53_097,53,17,10200,10799,3,3,16
t55_107,55,21,12600,13199,3,3,15
t74_031,74,78,46800,47399,3,3,18
t97_026,97,30,18000,18599,3,3,11
t64_098,64,115,69000,69599,2,2,34
t44_077,44,74,44400,44999,3,3,18
t75_083,75,27,16200,16799,3,3,18
t65_094,65,113,67800,68399,1,1,31
t55_108,55,104,62400,62999,3,3,38
t64_099,64,134,80400,80999,3,3,35
t75_084,75,76,45600,46199,1,1,26
t65_095,65,24,14400,14999,1,1,15
t54_109,54,65,39000,39599,3,3,28
t35_019,35,39,23400,23999,1,1,4
t53_098,53,137,82200,82799,1,1,36
t55_109,55,125,75000,75599,2,2,33
