task_id,region_id,start_time,end_time,required_workers
t55_64,55,72000,72600,1
t65_63,65,33600,34200,1
t46_194,46,83400,84000,1
t18_22,18,52800,53400,1
t44_51,44,69600,70200,1
t46_195,46,74400,75000,1
t74_12,74,59400,60000,1
t64_45,64,42600,43200,1
t34_19,34,80400,81000,1
t53_25,53,75600,76200,1
t36_41,36,61200,61800,1
t46_196,46,64800,65400,1
t47_62,47,54600,55200,1
t44_52,44,48000,48600,1
t55_65,55,63600,64200,1
t46_197,46,52200,52800,1
t65_64,65,60000,60600,1
t56_73,56,25800,26400,1
t46_198,46,28800,29400,1
t54_33,54,55800,56400,1
t64_46,64,76800,77400,1
t18_23,18,40800,41400,1
t45_54,45,72000,72600,1
t46_199,46,63000,63600,1
t54_34,54,67200,67800,1
t35_30,35,30600,31200,1
t56_74,56,70800,71400,1
t53_26,53,79800,80400,1
t54_35,54,34800,35400,1
t74_13,74,36000,36600,1
t75_11,75,58800,59400,1
t47_63,47,85800,86400,1
t46_200,46,59400,60000,1
t46_201,46,79200,79800,1
t24_02,24,66600,67200,1
t54_36,54,84600,85200,1
t53_27,53,86400,87000,1
t36_42,36,81600,82200,1
t64_47,64,72600,73200,1
t46_202,46,75000,75600,1
t46_203,46,44400,45000,1
t46_204,46,59400,60000,1
t47_64,47,65400,66000,1
t37_25,37,62400,63000,1
t26_11,26,64200,64800,1
t74_14,74,79200,79800,1
t56_75,56,80400,81000,1
t55_66,55,60000,60600,1
t46_205,46,85200,85800,1
t47_65,47,72000,72600,1
t15_02,15,78000,78600,1
t46_206,46,44400,45000,1
t37_26,37,66600,67200,1
t54_37,54,78000,78600,1
t56_76,56,63600,64200,1
t65_65,65,62400,63000,1
t18_24,18,58200,58800,1
t46_207,46,75000,75600,1
t46_208,46,36600,37200,1
t52_11,52,68400,69000,1
t47_66,47,63000,63600,1
t53_28,53,66000,66600,1
t56_77,56,45000,45600,1
t36_43,36,49200,49800,1
t47_67,47,57000,57600,1
t35_31,35,24600,25200,1
t46_209,46,69000,69600,1
t47_68,47,63000,63600,1
t45_55,45,85200,85800,1
t34_20,34,84000,84600,1
