task_id,region_id,slot_id,start_time,end_time,required_workers,weight,candidate_capacity,true_value
t43_014,43,102,61200,61799,1,2.4,17,0.5574
t86_012,86,133,79800,80399,1,1.59,14,0.4379
t53_046,53,97,58200,58799,1,1.24,40,0.9705
t43_015,43,9,5400,5999,1,1.45,14,0.8862
t97_011,97,104,62400,62999,1,1.2,3,0.4685
t74_022,74,118,70800,71399,1,1.05,10,0.3859
t73_008,73,139,83400,83999,1,2.73,10,0.1648
t55_039,55,6,3600,4199,1,1.06,21,0.9697
t44_038,44,105,63000,63599,1,1.94,26,0.6988
t65_043,65,102,61200,61799,1,2.6,24,0.3591
t43_016,43,137,82200,82799,1,2.88,9,0.316
t55_040,55,105,63000,63599,1,1.24,40,0.8619
t79_001,79,31,18600,19199,1,2.26,1,0.854
t73_009,73,88,52800,53399,1,1.1,11,0.3436
t73_010,73,106,63600,64199,1,1.41,10,0.7399
t65_044,65,119,71400,71999,1,2.09,28,0.6279
t54_038,54,54,32400,32999,1,1.17,23,0.5848
t53_047,53,90,54000,54599,1,1.78,40,0.9617
t64_025,64,31,18600,19199,1,2.37,11,0.1952
t53_048,53,110,66000,66599,1,1.93,34,0.66
t85_002,85,17,10200,10799,1,1.31,1,0.6846
t64_026,64,119,71400,71999,1,1.48,27,0.5061
t96_014,96,22,13200,13799,1,2.18,13,0.398
t86_013,86,100,60000,60599,1,2.97,9,0.5334
t39_000,39,46,27600,28199,1,1.16,1,0.8232
t64_027,64,59,35400,35999,1,2.76,23,0.0798
t26_000,26,65,39000,39599,1,1.52,2,0.4644
t55_041,55,21,12600,13199,1,1.91,15,0.5698
t64_028,64,133,79800,80399,1,1.32,30,0.1082
t75_026,75,26,15600,16199,1,1.42,17,0.4375
t56_004,56,119,71400,71999,1,2.36,9,0.2918
t54_039,54,107,64200,64799,1,2.45,38,0.0421
t75_027,75,107,64200,64799,1,2.23,10,0.3752
t98_009,98,40,24000,24599,1,1.31,10,0.0048
t68_001,68,114,68400,68999,1,1.9,1,0.2443
t73_011,73,84,50400,50999,1,2.29,14,0.1129
t43_017,43,81,48600,49199,1,2.25,16,0.3096
t64_029,64,60,36000,36599,1,1.98,24,0.7515
t45_021,45,108,64800,65399,1,2.76,15,0.9421
t48_007,48,124,74400,74999,1,2.64,2,0.581
t55_042,55,126,75600,76199,1,1.02,33,0.8493
t65_045,65,139,83400,83999,1,2.33,19,0.2476
t86_014,86,3,1800,2399,1,1.14,8,0.8664
t44_039,44,129,77400,77999,1,1.49,20,0.323
t96_015,96,40,24000,24599,1,1.83,14,0.9471
t65_046,65,72,43200,43799,1,2.31,38,0.7028
t75_028,75,31,18600,19199,1,1.34,18,0.9493
t65_047,65,42,25200,25799,1,2.8,24,0.9074
t54_040,54,75,45000,45599,1,1.68,30,0.1766
t45_022,45,27,16200,16799,1,1.94,8,0.3045
t76_005,76,118,70800,71399,1,2.0,4,0.3975
t45_023,45,71,42600,43199,1,2.79,6,0.5639
t44_040,44,1,600,1199,1,1.35,19,0.9754
t63_019,63,99,59400,59999,1,2.41,28,0.8631
t45_024,45,87,52200,52799,1,2.58,16,0.7557
t55_043,55,4,2400,2999,1,1.8,30,0.0107
t39_001,39,5,3000,3599,1,1.1,1,0.4542
t95_001,95,53,31800,32399,1,2.07,7,0.3366
t43_018,43,93,55800,56399,1,2.72,10,0.707
t45_025,45,82,49200,49799,1,2.16,12,0.4828
t43_019,43,66,39600,40199,1,2.42,12,0.6926
t16_000,16,69,41400,41999,1,1.95,1,0.1168
t53_049,53,68,40800,41399,1,1.68,25,0.1489
t65_048,65,110,66000,66599,1,1.01,28,0.2351
t75_029,75,76,45600,46199,1,1.36,26,0.4437
t54_041,54,121,72600,73199,1,1.63,25,0.9862
t35_005,35,10,6000,6599,1,2.4,3,0.8762
t86_015,86,128,76800,77399,1,2.58,8,0.2331
t24_004,24,39,23400,23999,1,1.51,2,0.9972
t55_044,55,50,30000,30599,1,2.03,11,0.4879
t44_041,44,122,73200,73799,1,1.56,26,0.2856
t42_002,42,5,3000,3599,1,2.8,4,0.1186
t86_016,86,136,81600,82199,1,2.44,10,0.1607
t53_050,53,102,61200,61799,1,1.55,33,0.6233
t63_020,63,14,8400,8999,1,1.79,9,0.0106
t73_012,73,132,79200,79799,1,1.57,6,0.9516
t54_042,54,102,61200,61799,1,1.04,37,0.7393
t54_043,54,28,16800,17399,1,2.22,14,0.0749
t48_008,48,136,81600,82199,1,2.92,6,0.9666
t52_006,52,91,54600,55199,1,1.18,6,0.7676
t64_030,64,101,60600,61199,1,1.05,32,0.5853
t43_020,43,117,70200,70799,1,2.2,10,0.6467
t64_031,64,101,60600,61199,1,2.49,32,0.498
t33_005,33,64,38400,38999,1,2.92,3,0.7566
t65_049,65,8,4800,5399,1,1.5,18,0.5324
t65_050,65,84,50400,50999,1,1.06,33,0.5495
t54_044,54,79,47400,47999,1,1.59,34,0.8261
t96_016,96,44,26400,26999,1,2.03,14,0.2962
t65_051,65,39,23400,23999,1,2.82,19,0.9404
t64_032,64,6,3600,4199,1,2.75,25,0.4763
t43_021,43,108,64800,65399,1,2.28,18,0.0222
t53_051,53,90,54000,54599,1,1.56,40,0.5821
t63_021,63,112,67200,67799,1,1.54,29,0.4544
t64_033,64,95,57000,57599,1,2.67,36,0.424
t55_045,55,18,10800,11399,1,1.3,17,0.3135
t55_046,55,87,52200,52799,1,2.0,28,0.7654
t44_042,44,122,73200,73799,1,2.41,26,0.0069
t56_005,56,105,63000,63599,1,1.18,12,0.5906
t65_052,65,54,32400,32999,1,2.88,24,0.1312
t63_022,63,119,71400,71999,1,2.65,27,0.1755
t54_045,54,131,78600,79199,1,2.11,27,0.6759
t64_034,64,68,40800,41399,1,1.61,23,0.2078
t53_052,53,22,13200,13799,1,1.71,12,0.8607
t74_023,74,79,47400,47999,1,1.75,15,0.3624
t65_053,65,52,31200,31799,1,2.47,24,0.4188
t65_054,65,56,33600,34199,1,1.2,24,0.8753
t86_017,86,63,37800,38399,1,1.9,8,0.8505
t53_053,53,61,36600,37199,1,1.59,21,0.4659
t55_047,55,58,34800,35399,1,1.32,11,0.9094
t55_048,55,107,64200,64799,1,2.7,44,0.3738
t53_054,53,129,77400,77999,1,1.01,28,0.8361
t74_024,74,111,66600,67199,1,1.62,16,0.6253
t65_055,65,46,27600,28199,1,1.46,25,0.8027
t75_030,75,97,58200,58799,1,2.55,14,0.2012
t59_001,59,21,12600,13199,1,2.71,1,0.5029
t39_002,39,6,3600,4199,1,1.26,1,0.7755
t98_010,98,43,25800,26399,1,2.47,10,0.4567
t64_035,64,113,67800,68399,1,2.02,23,0.4725
t54_046,54,90,54000,54599,1,2.4,35,0.2906
t55_049,55,98,58800,59399,1,2.78,33,0.0747
t44_043,44,109,65400,65999,1,2.79,25,0.7497
t54_047,54,103,61800,62399,1,2.89,35,0.6711
t63_023,63,85,51000,51599,1,2.64,30,0.7109
t52_007,52,77,46200,46799,1,1.66,5,0.5978
t54_048,54,125,75000,75599,1,2.26,35,0.3579
t98_011,98,26,15600,16199,1,2.12,7,0.8653
t63_024,63,93,55800,56399,1,1.95,28,0.5539
t75_031,75,17,10200,10799,1,2.31,16,0.8137
t48_009,48,22,13200,13799,1,1.66,5,0.6286
t75_032,75,117,70200,70799,1,1.6,13,0.2776
t44_044,44,66,39600,40199,1,1.22,10,0.5104
t34_016,34,118,70800,71399,1,1.74,4,0.5925
t73_013,73,34,20400,20999,1,2.6,5,0.3034
t74_025,74,82,49200,49799,1,2.06,7,0.023
t55_050,55,93,55800,56399,1,2.08,46,0.1157
t64_036,64,126,75600,76199,1,2.11,26,0.4924
t75_033,75,132,79200,79799,1,1.73,9,0.7331
t74_026,74,74,44400,44999,1,1.15,11,0.9548
t75_034,75,65,39000,39599,1,2.51,29,0.3859
t45_026,45,97,58200,58799,1,1.74,23,0.3706
t73_014,73,127,76200,76799,1,1.68,8,0.1084
t53_055,53,59,35400,35999,1,1.38,19,0.5849
t43_022,43,75,45000,45599,1,1.85,16,0.9727
t64_037,64,71,42600,43199,1,2.93,28,0.3755
t44_045,44,120,72000,72599,1,1.99,18,0.6172
t65_056,65,124,74400,74999,1,1.88,23,0.5463
t55_051,55,61,36600,37199,1,2.96,22,0.3737
t04_000,4,30,18000,18599,1,2.62,1,0.5641
t55_052,55,22,13200,13799,1,2.61,16,0.5843
t53_056,53,15,9000,9599,1,2.43,19,0.4924
t74_027,74,110,66000,66599,1,1.02,18,0.1884
t64_038,64,5,3000,3599,1,1.73,27,0.6261
t96_017,96,39,23400,23999,1,1.63,14,0.2881
t75_035,75,8,4800,5399,1,2.8,10,0.2639
t53_057,53,97,58200,58799,1,2.67,40,0.6073
t75_036,75,47,28200,28799,1,1.45,28,0.7991
t75_037,75,67,40200,40799,1,1.08,27,0.6885
t42_003,42,6,3600,4199,1,2.23,4,0.866
t53_058,53,19,11400,11999,1,1.15,11,0.6063
t63_025,63,4,2400,2999,1,1.94,24,0.8731
t33_006,33,105,63000,63599,1,1.54,4,0.755
t73_015,73,27,16200,16799,1,1.32,5,0.5372
t53_059,53,65,39000,39599,1,2.98,29,0.6417
t55_053,55,51,30600,31199,1,1.05,14,0.475
t54_049,54,128,76800,77399,1,2.33,22,0.8389
t64_039,64,53,31800,32399,1,2.68,12,0.2747
t53_060,53,142,85200,85799,1,2.99,16,0.7037
t55_054,55,109,65400,65999,1,2.14,43,0.097
t43_023,43,113,67800,68399,1,1.04,13,0.814
t45_027,45,103,61800,62399,1,2.78,17,0.2656
t66_005,66,72,43200,43799,1,1.48,3,0.5187
t64_040,64,140,84000,84599,1,1.25,25,0.6487
t54_050,54,14,8400,8999,1,2.23,16,0.8324
t56_006,56,125,75000,75599,1,1.97,4,0.9129
t45_028,45,101,60600,61199,1,1.94,20,0.1981
t96_018,96,15,9000,9599,1,3.0,10,0.296
t65_057,65,73,43800,44399,1,2.94,40,0.2181
t75_038,75,84,50400,50999,1,1.17,16,0.0896
t55_055,55,89,53400,53999,1,2.85,31,0.2149
t44_046,44,109,65400,65999,1,2.82,25,0.568
t65_058,65,77,46200,46799,1,1.56,42,0.9613
t96_019,96,16,9600,10199,1,2.97,10,0.1888
t63_026,63,116,69600,70199,1,2.13,25,0.336
t74_028,74,61,36600,37199,1,1.75,15,0.0369
t33_007,33,94,56400,56999,1,1.7,6,0.0033
t75_039,75,117,70200,70799,1,1.35,13,0.6263
t54_051,54,135,81000,81599,1,1.16,37,0.9393
t54_052,54,69,41400,41999,1,2.17,32,0.3881
t59_002,59,8,4800,5399,1,1.56,1,0.7608
t63_027,63,56,33600,34199,1,2.14,9,0.7398
t66_006,66,122,73200,73799,1,2.33,2,0.7136
t96_020,96,33,19800,20399,1,1.63,10,0.5514
t43_024,43,69,41400,41999,1,1.37,11,0.6682
t54_053,54,111,66600,67199,1,1.61,27,0.1588
t63_028,63,47,28200,28799,1,1.46,6,0.91
t76_006,76,33,19800,20399,1,1.08,5,0.8595
t47_001,47,27,16200,16799,1,1.66,2,0.2929
t56_007,56,25,15000,15599,1,1.58,4,0.5329
t65_059,65,44,26400,26999,1,1.75,25,0.6828
t63_029,63,98,58800,59399,1,1.8,23,0.1925
t58_001,58,103,61800,62399,1,1.7,1,0.6665
t55_056,55,104,62400,62999,1,2.94,38,0.1141
t66_007,66,114,68400,68999,1,1.28,5,0.6101
t54_054,54,127,76200,76799,1,2.45,23,0.6399
t65_060,65,53,31800,32399,1,2.59,24,0.9705
t54_055,54,44,26400,26999,1,1.67,17,0.1756
t86_018,86,102,61200,61799,1,2.01,9,0.6836
t45_029,45,28,16800,17399,1,1.52,7,0.1726
t53_061,53,93,55800,56399,1,2.79,40,0.7577
t96_021,96,56,33600,34199,1,2.33,14,0.3411
t54_056,54,12,7200,7799,1,1.94,18,0.8616
t84_004,84,76,45600,46199,1,2.08,5,0.0748
t64_041,64,125,75000,75599,1,2.47,21,0.7037
t43_025,43,63,37800,38399,1,1.34,10,0.9639
t07_000,7,28,16800,17399,1,1.28,1,0.7604
t65_061,65,51,30600,31199,1,2.51,27,0.9662
t34_017,34,60,36000,36599,1,2.6,9,0.9722
t55_057,55,89,53400,53999,1,1.85,31,0.7002
t65_062,65,112,67200,67799,1,2.59,31,0.4701
t86_019,86,111,66600,67199,1,1.59,12,0.8778
t74_029,74,44,26400,26999,1,2.49,5,0.9573
t54_057,54,3,1800,2399,1,2.27,20,0.9355
t73_016,73,31,18600,19199,1,1.24,8,0.1212
t63_030,63,86,51600,52199,1,1.16,28,0.3908
t63_031,63,116,69600,70199,1,2.77,25,0.764
t53_062,53,126,75600,76199,1,2.8,33,0.6131
t84_005,84,62,37200,37799,1,1.98,6,0.2579
t55_058,55,137,82200,82799,1,1.28,25,0.9323
t86_020,86,69,41400,41999,1,2.16,9,0.919
t63_032,63,21,12600,13199,1,2.3,14,0.1398
t65_063,65,112,67200,67799,1,1.45,31,0.2497
t53_063,53,67,40200,40799,1,2.09,26,0.9008
t37_000,37,68,40800,41399,1,2.16,2,0.5922
t55_059,55,65,39000,39599,1,2.38,29,0.0941
t64_042,64,96,57600,58199,1,1.47,41,0.9982
t64_043,64,25,15000,15599,1,1.02,17,0.3558
t48_010,48,19,11400,11999,1,1.2,5,0.1497
t98_012,98,52,31200,31799,1,1.75,8,0.5649
t45_030,45,103,61800,62399,1,2.9,17,0.7212
t97_012,97,6,3600,4199,1,1.83,6,0.7163
t53_064,53,5,3000,3599,1,1.99,25,0.7221
t51_003,51,137,82200,82799,1,2.53,1,0.5354
t37_001,37,61,36600,37199,1,1.87,2,0.0246
t56_008,56,85,51000,51599,1,1.75,6,0.6777
t34_018,34,88,52800,53399,1,2.23,9,0.118
t72_002,72,115,69000,69599,1,2.77,2,0.44
t64_044,64,124,74400,74999,1,2.71,27,0.246
t33_008,33,46,27600,28199,1,2.58,4,0.6903
t64_045,64,84,50400,50999,1,1.94,29,0.8658
t54_058,54,101,60600,61199,1,1.53,36,0.6754
t25_001,25,89,53400,53999,1,1.74,1,0.32
t33_009,33,40,24000,24599,1,2.13,6,0.7501
t53_065,53,13,7800,8399,1,1.85,27,0.3948
t96_022,96,68,40800,41399,1,1.6,8,0.6756
t75_040,75,69,41400,41999,1,1.82,24,0.1676
t76_007,76,6,3600,4199,1,2.13,4,0.4386
t75_041,75,53,31800,32399,1,1.01,24,0.0628
t75_042,75,11,6600,7199,1,1.3,17,0.5371
t54_059,54,142,85200,85799,1,1.46,27,0.981
t65_064,65,78,46800,47399,1,2.71,32,0.8533
t33_010,33,93,55800,56399,1,2.34,6,0.5429
t55_060,55,111,66600,67199,1,2.19,35,0.1627
t64_046,64,91,54600,55199,1,2.02,32,0.8116
t97_013,97,29,17400,17999,1,1.24,11,0.241
t63_033,63,49,29400,29999,1,1.27,7,0.9879
t63_034,63,90,54000,54599,1,1.79,31,0.6406
t54_060,54,112,67200,67799,1,2.97,26,0.8348
t54_061,54,69,41400,41999,1,1.96,32,0.6791
t53_066,53,101,60600,61199,1,2.09,32,0.4763
t75_043,75,69,41400,41999,1,1.08,24,0.0717
t54_062,54,73,43800,44399,1,2.73,31,0.846
t74_030,74,123,73800,74399,1,1.16,23,0.4001
t55_061,55,116,69600,70199,1,1.42,31,0.8247
t65_065,65,7,4200,4799,1,1.86,19,0.8235
t63_035,63,91,54600,55199,1,1.85,25,0.4449
t54_063,54,68,40800,41399,1,1.29,28,0.357
t43_026,43,109,65400,65999,1,1.92,17,0.9216
t65_066,65,94,56400,56999,1,2.56,27,0.2783
t29_000,29,85,51000,51599,1,1.53,1,0.3421
t96_023,96,54,32400,32999,1,1.9,17,0.0947
t65_067,65,29,17400,17999,1,1.01,20,0.2707
t45_031,45,8,4800,5399,1,1.64,11,0.455
t34_019,34,6,3600,4199,1,1.51,9,0.545
t84_006,84,54,32400,32999,1,1.7,3,0.1561
t56_009,56,18,10800,11399,1,1.36,1,0.6455
t45_032,45,74,44400,44999,1,2.38,12,0.0413
t64_047,64,20,12000,12599,1,2.14,16,0.6542
t55_062,55,99,59400,59999,1,1.64,42,0.7079
t64_048,64,4,2400,2999,1,1.89,26,0.859
t63_036,63,94,56400,56999,1,1.94,22,0.1861
t65_068,65,47,28200,28799,1,1.3,24,0.4599
t53_067,53,70,42000,42599,1,2.65,24,0.8792
t96_024,96,142,85200,85799,1,2.57,1,0.9593
t43_027,43,115,69000,69599,1,1.92,14,0.9364
t64_049,64,78,46800,47399,1,1.54,42,0.9484
t75_044,75,89,53400,53999,1,1.42,14,0.4761
t63_037,63,31,18600,19199,1,1.61,9,0.0521
t16_001,16,119,71400,71999,1,1.18,1,0.3507
t62_005,62,1,600,1199,1,2.2,4,0.2999
t86_021,86,61,36600,37199,1,2.68,9,0.1686
t28_000,28,27,16200,16799,1,2.67,1,0.0145
t64_050,64,92,55200,55799,1,2.91,28,0.2849
t63_038,63,55,33000,33599,1,1.93,12,0.9313
t75_045,75,67,40200,40799,1,2.11,27,0.7024
t54_064,54,19,11400,11999,1,1.3,17,0.535
t65_069,65,71,42600,43199,1,1.38,33,0.5536
t54_065,54,122,73200,73799,1,2.57,27,0.7475
t21_001,21,106,63600,64199,1,2.81,2,0.5627
t44_047,44,1,600,1199,1,1.52,19,0.3612
t48_011,48,65,39000,39599,1,2.46,5,0.3982
t34_020,34,53,31800,32399,1,2.23,6,0.0408
t73_017,73,83,49800,50399,1,1.86,13,0.4346
t34_021,34,71,42600,43199,1,2.95,7,0.0015
t45_033,45,39,23400,23999,1,1.49,6,0.8017
t53_068,53,96,57600,58199,1,1.85,39,0.7735
t44_048,44,99,59400,59999,1,1.11,28,0.0006
t55_063,55,104,62400,62999,1,1.07,38,0.9728
t43_028,43,118,70800,71399,1,2.62,8,0.2741
t75_046,75,126,75600,76199,1,1.06,7,0.0782
t76_008,76,61,36600,37199,1,1.63,4,0.0076
t73_018,73,98,58800,59399,1,2.38,8,0.1323
t10_002,10,44,26400,26999,1,1.6,2,0.6926
t65_070,65,81,48600,49199,1,1.65,33,0.471
t64_051,64,121,72600,73199,1,2.9,37,0.1558
t63_039,63,120,72000,72599,1,2.36,26,0.2121
t64_052,64,113,67800,68399,1,2.41,23,0.183
t55_064,55,82,49200,49799,1,2.4,26,0.1239
t54_066,54,121,72600,73199,1,1.72,25,0.6682
t75_047,75,33,19800,20399,1,2.82,22,0.65
t82_001,82,18,10800,11399,1,2.97,2,0.4659
t32_003,32,107,64200,64799,1,2.65,1,0.7616
t54_067,54,38,22800,23399,1,2.92,17,0.6229
t55_065,55,43,25800,26399,1,2.76,10,0.3841
t34_022,34,12,7200,7799,1,3.0,7,0.8815
t73_019,73,89,53400,53999,1,1.1,11,0.0233
t55_066,55,70,42000,42599,1,2.65,25,0.8555
t86_022,86,132,79200,79799,1,2.62,14,0.8544
t53_069,53,67,40200,40799,1,2.14,26,0.499
t65_071,65,111,66600,67199,1,2.56,25,0.5873
t54_068,54,12,7200,7799,1,1.19,18,0.8539
t54_069,54,69,41400,41999,1,2.7,32,0.7652
t65_072,65,106,63600,64199,1,1.67,22,0.429
t63_040,63,83,49800,50399,1,2.27,34,0.3365
t43_029,43,4,2400,2999,1,1.7,11,0.8005
t45_034,45,18,10800,11399,1,1.84,11,0.4533
t54_070,54,16,9600,10199,1,2.0,23,0.1256
t63_041,63,112,67200,67799,1,2.6,29,0.9984
t55_067,55,100,60000,60599,1,1.24,42,0.8238
t48_012,48,3,1800,2399,1,1.66,4,0.0572
t65_073,65,93,55800,56399,1,1.86,29,0.5408
t84_007,84,14,8400,8999,1,2.74,3,0.9841
t63_042,63,115,69000,69599,1,1.27,21,0.4351
t43_030,43,2,1200,1799,1,1.49,14,0.1775
t56_010,56,93,55800,56399,1,1.02,6,0.1593
t64_053,64,138,82800,83399,1,1.65,29,0.8135
t73_020,73,13,7800,8399,1,1.71,5,0.1805
t53_070,53,85,51000,51599,1,2.41,35,0.5162
t98_013,98,72,43200,43799,1,1.64,2,0.078
t83_002,83,125,75000,75599,1,1.95,6,0.7954
t52_008,52,141,84600,85199,1,1.05,6,0.9164
t65_074,65,53,31800,32399,1,1.55,24,0.4214
t53_071,53,78,46800,47399,1,1.5,42,0.8067
t48_013,48,52,31200,31799,1,2.59,5,0.5655
t33_011,33,69,41400,41999,1,1.6,5,0.1373
t32_004,32,83,49800,50399,1,1.51,5,0.8841
t63_043,63,106,63600,64199,1,2.54,21,0.3757
t66_008,66,95,57000,57599,1,1.84,2,0.6123
t75_048,75,75,45000,45599,1,1.82,25,0.1006
t83_003,83,4,2400,2999,1,1.37,5,0.772
t64_054,64,112,67200,67799,1,2.62,27,0.5324
t45_035,45,113,67800,68399,1,1.24,18,0.0904
t34_023,34,127,76200,76799,1,2.15,4,0.504
t64_055,64,120,72000,72599,1,1.95,29,0.1473
t74_031,74,79,47400,47999,1,1.55,15,0.3186
t44_049,44,85,51000,51599,1,2.51,27,0.9205
t44_050,44,5,3000,3599,1,2.68,17,0.3205
t44_051,44,46,27600,28199,1,2.56,11,0.2361
t54_071,54,117,70200,70799,1,1.63,27,0.1111
t73_021,73,108,64800,65399,1,1.98,12,0.0733
t63_044,63,107,64200,64799,1,1.78,20,0.4762
t64_056,64,81,48600,49199,1,2.5,44,0.5917
t65_075,65,23,13800,14399,1,1.66,14,0.1436
t55_068,55,91,54600,55199,1,1.37,36,0.8882
t48_014,48,135,81000,81599,1,2.72,4,0.3229
t65_076,65,3,1800,2399,1,1.44,16,0.7771
t55_069,55,3,1800,2399,1,1.64,32,0.4262
t74_032,74,19,11400,11999,1,1.2,5,0.0381
t43_031,43,104,62400,62999,1,2.79,19,0.3024
t86_023,86,93,55800,56399,1,2.42,4,0.6074
t73_022,73,11,6600,7199,1,2.94,9,0.8622
t64_057,64,116,69600,70199,1,1.46,32,0.6263
t43_032,43,0,0,599,1,1.61,6,0.7432
t45_036,45,113,67800,68399,1,1.03,18,0.8515
t64_058,64,74,44400,44999,1,2.56,31,0.9381
t64_059,64,117,70200,70799,1,1.73,28,0.473
t65_077,65,67,40200,40799,1,1.26,24,0.225
t52_009,52,119,71400,71999,1,1.61,9,0.3866
t97_014,97,8,4800,5399,1,2.36,6,0.545
t56_011,56,9,5400,5999,1,2.13,5,0.0789
t65_078,65,70,42000,42599,1,2.86,34,0.8865
t75_049,75,27,16200,16799,1,2.61,18,0.5948
t44_052,44,126,75600,76199,1,1.16,23,0.4549
t42_004,42,128,76800,77399,1,1.25,5,0.7756
t65_079,65,83,49800,50399,1,2.65,34,0.8829
t38_000,38,110,66000,66599,1,1.63,1,0.7316
t63_045,63,5,3000,3599,1,1.4,21,0.4724
t86_024,86,117,70200,70799,1,2.44,10,0.401
t83_004,83,42,25200,25799,1,1.29,1,0.6899
t96_025,96,67,40200,40799,1,1.3,11,0.3552
t55_070,55,133,79800,80399,1,1.24,28,0.319
t55_071,55,99,59400,59999,1,2.39,42,0.1626
t57_003,57,60,36000,36599,1,1.52,3,0.5766
t34_024,34,62,37200,37799,1,2.76,6,0.6152
t76_009,76,50,30000,30599,1,2.9,9,0.3045
t73_023,73,142,85200,85799,1,2.81,8,0.9049
t86_025,86,98,58800,59399,1,2.28,8,0.4669
t44_053,44,87,52200,52799,1,2.48,25,0.2973
t44_054,44,116,69600,70199,1,2.87,25,0.1693
t65_080,65,4,2400,2999,1,2.09,18,0.6743
t54_072,54,50,30000,30599,1,1.23,21,0.0606
t57_004,57,34,20400,20999,1,2.22,1,0.9113
t74_033,74,1,600,1199,1,2.94,12,0.3075
t52_010,52,55,33000,33599,1,1.4,4,0.4108
t53_072,53,78,46800,47399,1,2.39,42,0.659
t75_050,75,112,67200,67799,1,2.13,14,0.0761
t44_055,44,5,3000,3599,1,2.76,17,0.9693
t65_081,65,110,66000,66599,1,1.04,28,0.5472
t55_072,55,16,9600,10199,1,1.94,18,0.8405
t64_060,64,7,4200,4799,1,2.93,25,0.2929
t54_073,54,105,63000,63599,1,2.69,36,0.1171
t65_082,65,87,52200,52799,1,1.64,31,0.4125
t86_026,86,53,31800,32399,1,2.61,18,0.0619
t65_083,65,87,52200,52799,1,2.71,31,0.0322
t73_024,73,110,66000,66599,1,1.3,13,0.0069
t96_026,96,66,39600,40199,1,2.05,13,0.0255
t98_014,98,99,59400,59999,1,2.47,2,0.4394
t44_056,44,91,54600,55199,1,2.74,19,0.798
t54_074,54,7,4200,4799,1,1.46,27,0.6455
t75_051,75,111,66600,67199,1,2.17,15,0.4271
t54_075,54,69,41400,41999,1,2.41,32,0.9478
t97_015,97,59,35400,35999,1,2.45,7,0.426
t55_073,55,141,84600,85199,1,1.59,24,0.2201
t64_061,64,130,78000,78599,1,1.18,26,0.0173
t57_005,57,15,9000,9599,1,2.48,1,0.8803
t98_015,98,52,31200,31799,1,1.26,8,0.1359
t52_011,52,10,6000,6599,1,1.51,4,0.5348
t63_046,63,109,65400,65999,1,1.39,24,0.1799
t65_084,65,81,48600,49199,1,2.27,33,0.2111
t55_074,55,44,26400,26999,1,2.41,12,0.4348
t92_001,92,45,27000,27599,1,1.42,2,0.021
t54_076,54,40,24000,24599,1,1.82,18,0.3046
t52_012,52,139,83400,83999,1,2.23,7,0.3415
t63_047,63,77,46200,46799,1,2.72,20,0.3002
t55_075,55,103,61800,62399,1,2.6,34,0.7464
t52_013,52,56,33600,34199,1,2.59,3,0.875
t55_076,55,107,64200,64799,1,1.34,44,0.0954
t44_057,44,50,30000,30599,1,1.59,11,0.2278
t73_025,73,78,46800,47399,1,2.13,13,0.6645
t57_006,57,60,36000,36599,1,2.07,3,0.7776
t65_085,65,135,81000,81599,1,2.56,22,0.4342
t73_026,73,62,37200,37799,1,2.06,9,0.5016
t63_048,63,71,42600,43199,1,2.94,26,0.9341
t53_073,53,68,40800,41399,1,2.62,25,0.3365
t53_074,53,8,4800,5399,1,1.02,23,0.8455
t62_006,62,139,83400,83999,1,1.81,6,0.2432
t53_075,53,79,47400,47999,1,2.26,41,0.0441
t45_037,45,68,40800,41399,1,2.9,10,0.3879
t54_077,54,51,30600,31199,1,2.88,22,0.4265
t74_034,74,137,82200,82799,1,1.42,12,0.0325
t56_012,56,76,45600,46199,1,2.72,3,0.3791
t34_025,34,40,24000,24599,1,1.59,5,0.3094
t64_062,64,107,64200,64799,1,2.74,31,0.4091
t64_063,64,73,43800,44399,1,2.54,29,0.8906
t75_052,75,78,46800,47399,1,2.63,23,0.8444
t75_053,75,72,43200,43799,1,1.03,28,0.0686
t75_054,75,51,30600,31199,1,1.93,28,0.7779
t65_086,65,122,73200,73799,1,2.51,27,0.5845
t64_064,64,74,44400,44999,1,1.97,31,0.8287
t54_078,54,98,58800,59399,1,2.06,30,0.1979
t47_002,47,42,25200,25799,1,2.27,2,0.4969
t53_076,53,96,57600,58199,1,1.57,39,0.6362
t75_055,75,25,15000,15599,1,2.42,18,0.6728
t65_087,65,90,54000,54599,1,2.42,28,0.1639
t34_026,34,14,8400,8999,1,2.66,6,0.7745
t98_016,98,25,15000,15599,1,2.79,7,0.7166
t55_077,55,24,14400,14999,1,2.77,17,0.6691
t75_056,75,5,3000,3599,1,1.3,9,0.909
t55_078,55,83,49800,50399,1,2.14,31,0.1168
t44_058,44,15,9000,9599,1,2.96,16,0.6928
t64_065,64,63,37800,38399,1,1.51,24,0.1917
t63_049,63,91,54600,55199,1,1.09,25,0.146
t65_088,65,53,31800,32399,1,2.4,24,0.9973
t65_089,65,53,31800,32399,1,2.09,24,0.9504
t92_002,92,42,25200,25799,1,2.88,2,0.8335
t97_016,97,23,13800,14399,1,1.02,14,0.038
t94_002,94,41,24600,25199,1,2.9,1,0.2087
t44_059,44,123,73800,74399,1,2.01,26,0.1019
t53_077,53,106,63600,64199,1,2.63,28,0.4783
t75_057,75,68,40800,41399,1,2.39,27,0.9149
t53_078,53,9,5400,5999,1,2.11,24,0.2982
